orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_earth,equilibrium_temperature_K,insolation_flux_Earth,stellar_radius_solar,stellar_temperature_K,final_disposition,source_mission
426.34444,14.139,90.2,1.33,314.0,2.29,1.394,6395.0,FALSE_POSITIVE,KEPLER
48.2455501,1.375,60.5,0.64,449.0,9.61,0.827,5441.0,CANDIDATE,KEPLER
256.846143,6.289,1706.0,46743.4,506.0,15.52,4.329,5208.0,FALSE_POSITIVE,KEPLER
146.931518,23.78,257.0,2.89,395.0,5.78,1.135,6237.0,FALSE_POSITIVE,KEPLER
377.311149,3.33,804.0,2.56,243.0,0.83,0.891,5897.0,CANDIDATE,KEPLER
265.741374,18.078,273.4,3.24,413.0,6.9,1.859,6537.0,CANDIDATE,KEPLER
470.65357,3.458,985.0,2.99,238.0,0.75,0.951,6039.0,CANDIDATE,KEPLER
309.19347,23.51,1445.0,3.07,236.0,0.73,0.819,5504.0,FALSE_POSITIVE,KEPLER
1.541530919,4.8691,213260.0,115.49,2689.0,12320.99,1.937,7631.0,FALSE_POSITIVE,KEPLER
122.713036,3.999,290.7,1.79,393.0,5.66,1.009,6244.0,FALSE_POSITIVE,KEPLER
15.18575582,0.633,256.7,2.26,922.0,170.46,1.339,6311.0,CANDIDATE,KEPLER
25.50236699,1.8,22549.69377589956,102.67386369028158,1007.7238594362432,5284.995097250019,1.4210693244861368,5626.009843439074,FALSE_POSITIVE,KEPLER
290.625016,4.411,147.6,2.86,375.0,4.67,2.409,5195.0,FALSE_POSITIVE,KEPLER
2.945414866,2.702,968.7,38.32,3531.0,36765.85,12.927,4403.0,FALSE_POSITIVE,KEPLER
59.14382117,1.74,22530.506371254905,102.673309705935,1008.1099560757634,5284.77710317478,1.4188870500135673,5624.564485938544,CANDIDATE,KEPLER
232.822285,0.99,22617.0,48.88,305.0,2.05,0.966,6106.0,FALSE_POSITIVE,KEPLER
146.355097,5.034,820.0,0.82,135.0,0.08,0.29,3401.0,FALSE_POSITIVE,KEPLER
26.092284,6.623,122.4,1.35,717.0,62.57,1.214,6346.0,CANDIDATE,KEPLER
0.523493764,0.9015,54.0,1.82,3565.0,38110.61,2.455,6122.0,FALSE_POSITIVE,KEPLER
514.14221,4.153,1491.0,2.98,198.0,0.36,0.78,5524.0,FALSE_POSITIVE,KEPLER
47.0628978,1.545,1647.0,4.1,483.0,12.9,0.897,5838.0,CANDIDATE,KEPLER
26.737139497,4.68919,53516.0,29.28,655.0,43.59,1.155,5794.0,FALSE_POSITIVE,KEPLER
310.61299,2.562,920.0,3.04,279.0,1.43,1.001,6063.0,FALSE_POSITIVE,KEPLER
461.1417,3.875,382.0,7.1,410.0,6.7,3.698,5071.0,FALSE_POSITIVE,KEPLER
0.987069622,1.0092,384.8,2.43,2232.0,5878.09,1.223,6602.0,FALSE_POSITIVE,KEPLER
329.71491,12.11,337.0,1.39,232.0,0.68,0.758,5576.0,FALSE_POSITIVE,KEPLER
100.345648,7.939,372.3,1.57,325.0,2.62,0.8,5180.0,CANDIDATE,KEPLER
111.187116,3.569,110.8,1.51,440.0,8.86,1.281,5806.0,CANDIDATE,KEPLER
1.23708565,5.743,803.8,36.31,2174.0,5293.07,1.324,6556.0,FALSE_POSITIVE,KEPLER
498.24938,8.73,522.6,14.02,441.0,8.95,6.334,4949.0,FALSE_POSITIVE,KEPLER
1.573020098,15.574,292.2,31.6,2113.0,4693.57,1.449,6770.0,FALSE_POSITIVE,KEPLER
27.765596,19.49,147.6,1.2,605.0,31.66,0.999,5897.0,CANDIDATE,KEPLER
1.534679933,1.7237,456.6,18.39,3570.0,38505.56,8.834,4965.0,FALSE_POSITIVE,KEPLER
71.59889,10.53,654.0,4.49,645.0,40.96,1.662,6637.0,FALSE_POSITIVE,KEPLER
367.6758,23.5,699.5,2.77,271.0,1.27,1.048,6140.0,CANDIDATE,KEPLER
354.21154,18.594,821.3,8.41,363.0,4.12,3.035,4842.0,CANDIDATE,KEPLER
171.028691,11.784,394.2,2.49,376.0,4.72,1.252,6123.0,CANDIDATE,KEPLER
624.90338,12.169,249.0,2.77,320.0,2.48,1.729,7089.0,CANDIDATE,KEPLER
25.5338535,2.076,368.0,1.18,410.0,6.66,0.635,4445.0,CANDIDATE,KEPLER
339.18998,5.117,822.0,2.75,253.0,0.96,0.966,5544.0,CANDIDATE,KEPLER
77.66967809,3.01,22471.665721554204,102.63834872938918,975.6195742926666,4778.668242049836,1.4388990462769105,5639.997158024446,FALSE_POSITIVE,KEPLER
2.976012511,6.52033,449090.0,79.99,1476.0,1119.89,1.08,6572.0,FALSE_POSITIVE,KEPLER
349.73652,3.428,886.0,2.32,216.0,0.52,0.796,5310.0,CANDIDATE,KEPLER
1.606003121,4.88602,402550.0,360.08,3359.0,30041.73,5.059,5297.0,FALSE_POSITIVE,KEPLER
61.438007,3.861,253.0,14.79,1020.0,255.93,8.527,5080.0,FALSE_POSITIVE,KEPLER
436.18813,11.35,118.0,1.64,331.0,2.84,1.497,6499.0,CANDIDATE,KEPLER
147.863607,1.948,560.0,2.03,305.0,2.05,0.867,5485.0,FALSE_POSITIVE,KEPLER
586.91711807,5.32,22123.885105481702,102.56391837449736,905.8568850658472,3807.950532464125,1.4733158038860683,5663.050730344231,FALSE_POSITIVE,KEPLER
21.1579573,4.706,215.9,1.63,682.0,51.22,1.012,6063.0,CANDIDATE,KEPLER
19.545185,1.597,40.2,0.76,790.0,92.09,1.16,6273.0,FALSE_POSITIVE,KEPLER
215.044269,3.517,351.1,1.89,306.0,2.07,1.02,5651.0,FALSE_POSITIVE,KEPLER
169.330666,2.6,532.7,16.68,698.0,56.11,7.052,5106.0,CANDIDATE,KEPLER
1.174683069,2.5167,356.4,3.06,1901.0,3076.92,1.143,5974.0,FALSE_POSITIVE,KEPLER
33.2948005,2.997,215.7,1.46,600.0,30.67,0.989,6217.0,FALSE_POSITIVE,KEPLER
249.35154,13.76,1637.0,4.42,289.0,1.65,1.0,5780.0,CANDIDATE,KEPLER
371.56492,14.736,375.5,1.89,259.0,1.06,0.972,5735.0,CANDIDATE,KEPLER
546.53309,16.04,758.0,1.03,94.0,0.02,0.36,3434.0,CANDIDATE,KEPLER
364.63189,22.93,302.8,2.06,298.0,1.86,1.155,6446.0,CANDIDATE,KEPLER
330.738115,4.998,333.3,4.42,375.0,4.7,2.453,5458.0,CANDIDATE,KEPLER
78.876125,4.912,472.3,2.03,427.0,7.86,0.927,6046.0,CANDIDATE,KEPLER
476.39752,12.13,287.8,1.82,261.0,1.09,1.064,6300.0,FALSE_POSITIVE,KEPLER
231.364508,4.747,1488.0,2.45,202.0,0.4,0.604,4691.0,FALSE_POSITIVE,KEPLER
106.779168,1.905,163.0,1.94,555.0,22.43,1.494,7158.0,FALSE_POSITIVE,KEPLER
444.04257,10.9,417.4,1.48,211.0,0.47,0.726,5776.0,CANDIDATE,KEPLER
12.5748872,3.549,731.0,1.03,349.0,3.49,0.387,3552.0,FALSE_POSITIVE,KEPLER
484.172005,4.566,518.2,2.38,235.0,0.72,1.04,5858.0,FALSE_POSITIVE,KEPLER
277.77499,7.07,1078.0,2.48,216.0,0.52,0.73,4949.0,FALSE_POSITIVE,KEPLER
561.08191,14.94,229.1,1.93,255.0,1.0,1.258,6014.0,FALSE_POSITIVE,KEPLER
211.330867,4.66,531.0,2.09,300.0,1.92,0.911,5941.0,CANDIDATE,KEPLER
28.615014,24.74,70.5,1.69,783.0,88.66,1.987,5562.0,FALSE_POSITIVE,KEPLER
105.5904748,2.188,292.4,8.16,670.0,47.59,4.383,4869.0,CANDIDATE,KEPLER
3.017155419,13.3898,1381.8,38.71,1486.0,1155.07,1.302,5893.0,FALSE_POSITIVE,KEPLER
94.818136,83.31,21422.237487114096,102.15676228680935,-787.2027981546727,112.85,3.49872253199474,6686.049513861946,FALSE_POSITIVE,KEPLER
52.6727624,3.039,248.0,1.64,521.0,17.45,1.038,6184.0,FALSE_POSITIVE,KEPLER
34.4886903,1.22,59.9,0.71,524.0,17.87,0.886,5629.0,FALSE_POSITIVE,KEPLER
2.6228301,7.29719,409710.0,70.62,1403.0,917.98,0.988,6233.0,FALSE_POSITIVE,KEPLER
222.068928,1.938,643.0,29.97,782.0,88.22,12.042,5221.0,FALSE_POSITIVE,KEPLER
0.56493398,2.4385,2067.0,30.51,2206.0,5609.14,0.898,5808.0,FALSE_POSITIVE,KEPLER
246.12174,18.0,6847.0,7233.87,291.0,1.68,1.0,5780.0,FALSE_POSITIVE,KEPLER
159.05846,10.08,194.3,1.54,376.0,4.73,1.033,6365.0,FALSE_POSITIVE,KEPLER
550.86514,14.548,346.5,2.06,238.0,0.76,1.115,5912.0,CANDIDATE,KEPLER
380.39474,10.775,603.0,1.84,224.0,0.6,0.745,5772.0,CANDIDATE,KEPLER
419.21314,6.385,2084.0,5.06,243.0,0.83,1.0,5780.0,FALSE_POSITIVE,KEPLER
350.98474,14.49,600.0,1.97,228.0,0.63,0.816,5473.0,FALSE_POSITIVE,KEPLER
298.4688,3.748,315.4,11.33,554.0,22.32,6.491,5189.0,FALSE_POSITIVE,KEPLER
12.5747207,2.896,323.3,1.45,693.0,54.46,0.774,5654.0,CANDIDATE,KEPLER
43.22793081,1.39,22558.95134076556,102.68532480660232,1017.869967659811,5456.206619791443,1.4150605320678764,5620.954954700386,FALSE_POSITIVE,KEPLER
528.10984,18.01,89.8,0.77,201.0,0.39,0.811,5618.0,FALSE_POSITIVE,KEPLER
63.12379762,1.87,22528.385649268504,102.67124915012646,1005.1509005812323,5255.357665998377,1.42213274227628,5626.510755972836,FALSE_POSITIVE,KEPLER
358.54455552,11.46,21967.25209096329,102.39168116162932,753.1458508604298,1243.5830565234828,1.563335365544388,5738.4204508638,FALSE_POSITIVE,KEPLER
119.669671,20.67,421.9,2.21,413.0,6.88,1.059,6382.0,FALSE_POSITIVE,KEPLER
598.31791,16.07,283.2,1.27,173.0,0.21,0.735,5216.0,FALSE_POSITIVE,KEPLER
33.3726538,3.663,618.4,1.95,491.0,13.7,0.796,5504.0,CANDIDATE,KEPLER
18.40783671,1.55,22564.027397131136,102.6811418800091,1014.2807852340596,5389.571270999924,1.4173888986271956,5623.087084305881,FALSE_POSITIVE,KEPLER
143.163697,4.854,390.3,20.03,741.0,71.41,7.653,5145.0,CANDIDATE,KEPLER
250.4858,12.72,674.6,2.1,246.0,0.86,0.814,5377.0,FALSE_POSITIVE,KEPLER
401.38712,32.21,166.2,2.04,303.0,1.98,1.498,5858.0,FALSE_POSITIVE,KEPLER
49.312677,4.057,1713.0,2.84,342.0,3.22,0.666,4541.0,FALSE_POSITIVE,KEPLER
288.94276,11.43,160.6,1.05,265.0,1.16,0.827,5786.0,FALSE_POSITIVE,KEPLER
273.6857427,8.3881,15350.0,37.15,367.0,4.27,1.65,6033.0,FALSE_POSITIVE,KEPLER
28.1117095,1.689,119.4,1.19,599.0,30.39,1.0,5780.0,FALSE_POSITIVE,KEPLER
17.745456135,4.0678,80258.0,116.14,1106.0,353.47,2.216,6337.0,FALSE_POSITIVE,KEPLER
603.3102,8.025,517.9,2.6,250.0,0.92,1.125,6446.0,FALSE_POSITIVE,KEPLER
7.20281185,2.8305,1832.6,3.06,794.0,93.79,0.717,5388.0,CONFIRMED,KEPLER
36.4772788,2.092,463.0,1.65,427.0,7.89,0.755,4910.0,FALSE_POSITIVE,KEPLER
282.0309,14.69,782.0,3.22,315.0,2.32,1.137,6343.0,CANDIDATE,KEPLER
179.25465,22.35,272.4,1.35,301.0,1.94,0.82,5692.0,CANDIDATE,KEPLER
65.752109,6.854,382.5,2.0,458.0,10.36,1.03,5816.0,CANDIDATE,KEPLER
249.61377295,3.2,22379.93938136344,102.6301221469639,967.191595948592,4697.525982013827,1.4418499326165266,5640.734696359007,FALSE_POSITIVE,KEPLER
59.9655175,1.89,310.1,1.92,481.0,12.67,1.105,5729.0,CANDIDATE,KEPLER
399.49671,5.351,139.3,1.39,286.0,1.59,1.177,6224.0,FALSE_POSITIVE,KEPLER
112.951287,4.284,555.6,15.19,783.0,88.86,6.428,5215.0,CANDIDATE,KEPLER
103.363691,6.012,359.1,2.0,385.0,5.19,1.022,5762.0,CANDIDATE,KEPLER
251.958533,4.742,204.1,1.4,291.0,1.69,0.985,5870.0,FALSE_POSITIVE,KEPLER
276.879492,3.779,1762.0,11.67,260.0,1.08,0.966,5324.0,CANDIDATE,KEPLER
389.169027,3.759,513.3,15.36,519.0,17.15,6.918,5075.0,FALSE_POSITIVE,KEPLER
418.04355,10.777,481.6,13.73,463.0,10.83,5.469,5110.0,CANDIDATE,KEPLER
18.78970984,4.13997,40789.0,44.01,752.0,75.6,0.884,6477.0,FALSE_POSITIVE,KEPLER
0.915782856,2.24,301.0,32.86,2307.0,6663.73,1.333,6318.0,FALSE_POSITIVE,KEPLER
0.66882716,1.069,68.2,124.42,13184.0,7165673.12,150.091,3711.0,FALSE_POSITIVE,KEPLER
370.05918,11.86,669.8,1.9,206.0,0.43,0.751,5228.0,CANDIDATE,KEPLER
43.5428781,3.6768,5447.0,17.47,688.0,53.04,1.427,6669.0,FALSE_POSITIVE,KEPLER
19.4534296,4.873,149.0,1.25,744.0,72.59,1.015,6372.0,CANDIDATE,KEPLER
3.72273683,8.552,37.8,0.52,1104.0,350.89,0.819,5898.0,FALSE_POSITIVE,KEPLER
3.7229369,10.57,65.2,0.46,591.0,28.81,0.48,3724.0,FALSE_POSITIVE,KEPLER
1.80455062,2.166,39.7,0.65,1577.0,1457.85,1.019,6006.0,FALSE_POSITIVE,KEPLER
10.1955065,2.447,221.4,1.02,661.0,45.18,0.666,5182.0,FALSE_POSITIVE,KEPLER
232.916142,7.037,64.8,1.2,361.0,4.02,1.496,5807.0,CANDIDATE,KEPLER
3.66115536,14.807,34.3,0.81,1466.0,1093.71,1.308,6356.0,FALSE_POSITIVE,KEPLER
267.282521,7.788,471.9,1.43,207.0,0.44,0.662,4926.0,CONFIRMED,KEPLER
16.9348104,3.408,346.3,1.31,508.0,15.77,0.706,4650.0,CONFIRMED,KEPLER
44.7055876,6.262,471.8,72.59,509.0,15.83,0.938,5942.0,CANDIDATE,KEPLER
57.3888262,3.543,344.4,1.88,406.0,6.41,0.856,5242.0,CANDIDATE,KEPLER
126.51457638,2.15,22479.949018219693,102.6604715560273,996.20384436357,5112.715207326783,1.4249744041955248,5628.861279879016,CANDIDATE,KEPLER
14.5168151,5.796,86.0,1.82,1030.0,265.78,1.885,5934.0,CANDIDATE,KEPLER
225.43420422,13.02,21963.898219374645,102.3491356347767,715.8992979324735,592.8003049345607,1.586137463729786,5758.238689230045,FALSE_POSITIVE,KEPLER
359.98653,3.866,671.0,1.76,200.0,0.38,0.677,5171.0,CANDIDATE,KEPLER
1.540399732,1.63,57.6,0.58,1312.0,700.19,0.784,5160.0,FALSE_POSITIVE,KEPLER
1.540389045,1.8325,485.7,32.54,4379.0,86889.72,15.155,4964.0,FALSE_POSITIVE,KEPLER
1.540393027,1.75,526.2,2.17,1502.0,1200.85,0.946,5466.0,FALSE_POSITIVE,KEPLER
0.888045184,2.1961,90.6,2.04,2870.0,15984.12,2.087,6316.0,FALSE_POSITIVE,KEPLER
43.9311596,12.9395,9304.4,58.37,902.0,156.74,5.132,4888.0,FALSE_POSITIVE,KEPLER
494.62409,8.36,307.0,1.04,145.0,0.11,0.604,4302.0,FALSE_POSITIVE,KEPLER
573.23826,2.641,470.1,6.93,338.0,3.09,3.264,5172.0,CANDIDATE,KEPLER
314.765374,3.325,732.0,2.0,217.0,0.53,0.755,5228.0,CANDIDATE,KEPLER
110.75214125,2.09,22495.686608404616,102.6641746461474,998.5248579192576,5162.917068408566,1.425409724218552,5628.714097413607,FALSE_POSITIVE,KEPLER
121.1825045,2.97,22452.290115147505,102.63879074399998,975.7452517612217,4794.954259834816,1.4383513975698374,5639.131762817932,FALSE_POSITIVE,KEPLER
78.60436061,4.65559,78104.0,34.8,438.0,8.68,0.985,5938.0,FALSE_POSITIVE,KEPLER
294.202469,2.36,248.2,2.61,401.0,6.09,1.635,6897.0,FALSE_POSITIVE,KEPLER
588.10504,15.474,326.6,1.77,231.0,0.67,0.965,6214.0,FALSE_POSITIVE,KEPLER
116.170346,2.656,435.2,1.68,320.0,2.49,0.762,5510.0,FALSE_POSITIVE,KEPLER
452.30053,5.918,809.0,2.29,199.0,0.37,0.766,5396.0,FALSE_POSITIVE,KEPLER
39.5931053,2.306,156.6,1.22,546.0,21.06,0.972,6046.0,FALSE_POSITIVE,KEPLER
1.55935718,2.892,49.7,1.39,2389.0,7676.02,1.9,6475.0,FALSE_POSITIVE,KEPLER
100.629443,1.708,355.7,1.75,412.0,6.84,0.921,6351.0,FALSE_POSITIVE,KEPLER
438.98396,9.62,745.2,32.58,599.0,30.43,11.706,5053.0,CANDIDATE,KEPLER
273.169948,2.701,283.3,2.8,362.0,4.08,1.65,5880.0,FALSE_POSITIVE,KEPLER
14.5123622,4.163,355.8,2.08,636.0,38.6,0.87,5094.0,CONFIRMED,KEPLER
1.434200327,5.968,3097.3,44.76,2410.0,7985.65,1.501,6911.0,FALSE_POSITIVE,KEPLER
8.653098686,3.9071,60715.0,77.15,1324.0,725.95,1.501,6911.0,FALSE_POSITIVE,KEPLER
2.302365255,23.88,62160.0,63.06,1568.0,1429.81,1.229,5948.0,FALSE_POSITIVE,KEPLER
0.575445783,0.8463,29.3,1.3,3478.0,34528.16,2.396,6215.0,FALSE_POSITIVE,KEPLER
214.715417,34.146,5211.2,71.79,602.0,31.0,5.826,5022.0,FALSE_POSITIVE,KEPLER
23.0295222,7.96,548.2,20.81,645.0,40.87,0.959,5877.0,FALSE_POSITIVE,KEPLER
359.04147,14.04,3658.0,27.1,181.0,0.25,0.696,4596.0,FALSE_POSITIVE,KEPLER
0.52363021,3.45121,367100.0,52.26,1940.0,3324.98,0.745,5407.0,FALSE_POSITIVE,KEPLER
0.523632451,1.99,8.1,1.08,5313.0,188657.97,3.518,8277.0,FALSE_POSITIVE,KEPLER
492.25299,5.077,372.7,1.8,224.0,0.59,0.936,5755.0,FALSE_POSITIVE,KEPLER
293.5056071,3.4075,6824.0,48.59,265.0,1.16,1.006,5455.0,FALSE_POSITIVE,KEPLER
25.95247,12.945,80.8,1.56,946.0,189.06,1.679,7351.0,FALSE_POSITIVE,KEPLER
4.34573349,2.246,73.5,0.86,1151.0,415.52,0.976,5967.0,FALSE_POSITIVE,KEPLER
288.07937,3.161,991.0,3.01,269.0,1.25,0.965,5825.0,CANDIDATE,KEPLER
484.58335927,3.2,22265.90161507885,102.62631985544338,962.3318405989114,4695.1779149489485,1.4420668588634786,5638.641430479139,FALSE_POSITIVE,KEPLER
288.285213,5.343,378.1,2.2,312.0,2.25,1.127,6171.0,FALSE_POSITIVE,KEPLER
198.895864,4.193,1779.0,3.33,264.0,1.14,0.808,5184.0,CANDIDATE,KEPLER
19.93826636,1.77,22553.701052338216,102.67481333515686,1008.6081620659944,5297.591333001317,1.420623322519174,5625.701096727433,FALSE_POSITIVE,KEPLER
491.08027,7.42,335.6,1.86,241.0,0.79,0.997,5931.0,FALSE_POSITIVE,KEPLER
3.350209754,4.43333,28325.0,1447.13,1656.0,1777.46,1.501,6657.0,FALSE_POSITIVE,KEPLER
628.592314,3.603,393.7,6.99,323.0,2.57,3.117,5058.0,FALSE_POSITIVE,KEPLER
471.37787,16.91,102.9,1.31,267.0,1.2,1.305,5831.0,FALSE_POSITIVE,KEPLER
52.69092296,2.31,22508.80796722414,102.6570816078829,993.6281774028992,5046.5695544381415,1.427257530184023,5631.429965893038,CANDIDATE,KEPLER
425.22927,6.76,829.0,1.4,125.0,0.06,0.492,3803.0,FALSE_POSITIVE,KEPLER
37.71508287,1.8,22538.292674661297,102.67193725447513,1007.0147092864956,5259.909975384511,1.419748997058762,5625.47201830602,CANDIDATE,KEPLER
5.1779065,5.366,129.5,2.93,1636.0,1692.64,2.589,5921.0,CANDIDATE,KEPLER
474.22897,13.05,475.2,2.0,225.0,0.6,0.925,5818.0,CANDIDATE,KEPLER
371.50631,8.854,992.0,2.88,242.0,0.8,0.924,5696.0,CANDIDATE,KEPLER
606.91488768,5.96,22086.3000800389,102.54525650222403,889.0331866914908,3540.2171826687154,1.4827393888879137,5670.51663944231,FALSE_POSITIVE,KEPLER
5.24331899,11.137,106.8,0.83,875.0,138.45,0.735,5430.0,FALSE_POSITIVE,KEPLER
47.0320478,5.892,367.8,1.98,492.0,13.83,1.055,5370.0,CONFIRMED,KEPLER
10.31453308,3.6641,2004.1,29.6,885.0,144.83,0.837,6335.0,FALSE_POSITIVE,KEPLER
15.52861675,2.131,500.0,1.96,685.0,51.98,0.882,5750.0,FALSE_POSITIVE,KEPLER
53.501860974,5.25334,456780.0,55.23,409.0,6.63,0.748,5436.0,FALSE_POSITIVE,KEPLER
10.692230094,5.46939,376650.0,65.42,836.0,115.48,0.941,6022.0,FALSE_POSITIVE,KEPLER
1.60375114,1.498,51.0,0.82,1688.0,1918.63,1.116,5818.0,FALSE_POSITIVE,KEPLER
15.7397651,3.297,287.7,1.18,536.0,19.54,0.723,4733.0,FALSE_POSITIVE,KEPLER
117.26808432,2.2,22482.25853059504,102.6591885061748,995.1130461589504,5091.906552625889,1.4257006429662449,5629.540846189534,CANDIDATE,KEPLER
73.3377984,9.029,114900.0,73.06,601.0,30.85,1.321,7276.0,FALSE_POSITIVE,KEPLER
282.159571,5.069,196.3,3.09,443.0,9.13,2.108,6677.0,FALSE_POSITIVE,KEPLER
6.58729511,8.3582,127960.0,58.09,1152.0,416.15,1.406,5619.0,FALSE_POSITIVE,KEPLER
459.23193,17.722,418.7,2.64,265.0,1.17,1.116,6067.0,FALSE_POSITIVE,KEPLER
62.312419,5.561,123.0,6.15,838.0,116.69,5.615,4999.0,CANDIDATE,KEPLER
25.9493253,12.17,354.5,1.04,409.0,6.62,0.526,4835.0,FALSE_POSITIVE,KEPLER
212.76701,12.8,74.3,1.08,354.0,3.71,1.245,6098.0,FALSE_POSITIVE,KEPLER
386.62189,17.72,193.2,1.44,267.0,1.21,1.033,6085.0,FALSE_POSITIVE,KEPLER
84.644104,48.182,512.0,34.61,1254.0,584.49,15.517,5229.0,FALSE_POSITIVE,KEPLER
575.95408,8.618,1210.0,2.92,194.0,0.33,0.854,5398.0,FALSE_POSITIVE,KEPLER
426.942225,3.965,1209.0,2.32,187.0,0.29,0.669,5126.0,CANDIDATE,KEPLER
117.844963,1.951,1043.0,2.52,308.0,2.13,0.769,5317.0,FALSE_POSITIVE,KEPLER
83.499618,16.03,501.0,1.72,343.0,3.29,0.773,5141.0,CANDIDATE,KEPLER
91.507044,5.019,539.0,1.43,302.0,1.97,0.626,5040.0,CANDIDATE,KEPLER
188.664098,5.179,960.0,2.02,232.0,0.68,0.672,4788.0,CANDIDATE,KEPLER
75.636309,2.588,174.6,1.32,447.0,9.45,0.994,6072.0,CANDIDATE,KEPLER
24.614775,2.395,229.4,1.28,574.0,25.69,0.849,5654.0,FALSE_POSITIVE,KEPLER
1.21374744,5.79293,185130.0,96.19,2441.0,8380.25,1.619,6791.0,FALSE_POSITIVE,KEPLER
492.23808,12.53,676.8,2.19,209.0,0.45,0.854,5609.0,CANDIDATE,KEPLER
198.6004,3.53,300.8,4.6,458.0,10.45,2.522,5357.0,CANDIDATE,KEPLER
372.30881,3.874,535.2,2.09,249.0,0.91,0.904,5966.0,FALSE_POSITIVE,KEPLER
454.244158,3.399,241.0,2.93,356.0,3.8,1.874,6446.0,FALSE_POSITIVE,KEPLER
112.48226,1.923,195.7,1.37,386.0,5.23,0.95,6089.0,FALSE_POSITIVE,KEPLER
218.56734012,2.38,22430.727765596752,102.65412044699892,988.859147307347,5040.613541743474,1.4297709565742371,5631.217323526874,FALSE_POSITIVE,KEPLER
229.948531,1.813,154.2,1.09,301.0,1.93,0.861,6225.0,FALSE_POSITIVE,KEPLER
403.5637828,3.64,22286.05567513926,102.61502336024382,952.7255867593676,4512.058260467693,1.448458082757214,5644.618499954435,FALSE_POSITIVE,KEPLER
2.41172358,2.6311,3364.7,50.53,1706.0,1997.33,1.332,6363.0,FALSE_POSITIVE,KEPLER
92.9314146,2.35,22493.00948903349,102.65701310113248,992.2268338613488,5054.409663411385,1.4292141031105103,5631.978256760251,FALSE_POSITIVE,KEPLER
103.22293786,2.63,22475.817419486888,102.64882357120342,984.8345631063278,4937.260908577879,1.433338345599208,5635.230850379699,FALSE_POSITIVE,KEPLER
5.71966537,3.938,19.1,0.82,1479.0,1131.75,1.865,6356.0,CANDIDATE,KEPLER
209.06299275,10.0389,250910.0,72.26,329.0,2.77,1.024,6130.0,FALSE_POSITIVE,KEPLER
201.621794,3.172,480.0,2.02,309.0,2.14,0.923,5919.0,CANDIDATE,KEPLER
70.335879746,4.65625,24418.0,29.56,455.0,10.1,0.966,6081.0,FALSE_POSITIVE,KEPLER
591.37382,4.35,245.0,2.2,289.0,1.65,1.391,6609.0,FALSE_POSITIVE,KEPLER
559.28332,4.245,1360.0,2.54,150.0,0.12,0.709,4386.0,FALSE_POSITIVE,KEPLER
24.6777128,5.088,131.3,6.04,1176.0,451.88,5.058,4995.0,CANDIDATE,KEPLER
113.05980069,19.03,21751.15695012157,102.17701748454655,563.6658730275208,-1943.346683501466,1.673022098127161,5830.59329441818,CANDIDATE,KEPLER
136.355967,3.17,165.1,1.42,380.0,4.93,1.058,6077.0,FALSE_POSITIVE,KEPLER
54.6957124,6.89,1096.0,3.28,405.0,6.34,0.757,5299.0,CANDIDATE,KEPLER
532.9307,3.89,181.4,4.68,498.0,14.53,3.373,7872.0,FALSE_POSITIVE,KEPLER
169.84787744,2.82,22429.731709561263,102.6405724605509,978.1282859774558,4832.208030662576,1.4348603979250996,5636.477615923382,CANDIDATE,KEPLER
284.699924,3.709,371.1,2.0,293.0,1.74,1.028,6054.0,CANDIDATE,KEPLER
171.69799,2.904,878.0,39.78,878.0,140.73,13.679,5033.0,FALSE_POSITIVE,KEPLER
444.89411,7.937,363.0,4.7,386.0,5.25,2.439,6195.0,FALSE_POSITIVE,KEPLER
402.20969,5.298,472.5,10.03,452.0,9.86,4.649,4961.0,CANDIDATE,KEPLER
229.86928,12.91,1659.0,9.57,466.0,11.15,2.344,6065.0,FALSE_POSITIVE,KEPLER
5.14108479,25.93,611.2,25.74,1038.0,274.55,0.941,5893.0,FALSE_POSITIVE,KEPLER
179.27230765,2.21,22457.204314663304,102.65962742372668,994.0307977179888,5112.069808462609,1.4272364432509583,5629.536935777805,FALSE_POSITIVE,KEPLER
584.55603,3.671,346.7,6.69,354.0,3.73,3.62,5208.0,CANDIDATE,KEPLER
200.83849979,2.37,22439.76771927725,102.65469387154997,989.4822315428888,5044.970918356321,1.4296076340886934,5631.255825389986,FALSE_POSITIVE,KEPLER
40.1043796,3.471,187.3,1.5,591.0,28.85,1.089,6174.0,FALSE_POSITIVE,KEPLER
70.31252504,13.66,22005.829993800704,102.33157874668792,702.2409444171928,301.8538563424554,1.5940677743963132,5766.835653132458,CANDIDATE,KEPLER
30.114681501,5.68713,87057.0,56.45,639.0,39.44,1.044,6273.0,FALSE_POSITIVE,KEPLER
69.775633,9.205,140.9,1.19,480.0,12.52,0.983,6224.0,CANDIDATE,KEPLER
58.5029431,1.633,117.0,1.54,611.0,33.01,1.412,6525.0,CANDIDATE,KEPLER
415.748785,3.313,463.7,3.24,283.0,1.51,1.534,5324.0,CANDIDATE,KEPLER
36.1826854,4.2546,9471.7,56.41,635.0,38.4,1.321,5696.0,FALSE_POSITIVE,KEPLER
24.1527864,4.451,78.1,0.97,701.0,57.15,1.095,6223.0,CANDIDATE,KEPLER
11.1734401,4.545,61.3,1.4,1279.0,632.06,1.752,7372.0,CANDIDATE,KEPLER
