orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_earth,equilibrium_temperature_K,insolation_flux_Earth,stellar_radius_solar,stellar_temperature_K,final_disposition,source_mission
0.7088055,3.6789,17575.0,41.08,2035.0,4055.22,0.908,5989.0,FALSE_POSITIVE,KEPLER
88.821421,9.35,393.7,234.99,634.0,38.13,3.365,5081.0,FALSE_POSITIVE,KEPLER
1.507761203,3.096,2773.7,31.77,1301.0,675.11,0.818,5069.0,FALSE_POSITIVE,KEPLER
1.506019633,2.408,136.9,1.08,1628.0,1660.03,0.896,6065.0,FALSE_POSITIVE,KEPLER
0.572513875,2.353,49.3,0.52,1779.0,2365.45,0.76,5171.0,FALSE_POSITIVE,KEPLER
35.14578122,2.253,6789.4,32.5,480.0,12.6,0.783,5437.0,FALSE_POSITIVE,KEPLER
3.690317047,1.3784,465.5,20.23,1280.0,634.09,1.054,6120.0,FALSE_POSITIVE,KEPLER
105.9566815,6.9988,2286.4,3.79,324.0,2.59,0.8,5327.0,CONFIRMED,KEPLER
2.95600563,2.6717,76.1,0.81,1211.0,509.55,0.916,5668.0,FALSE_POSITIVE,KEPLER
11.805707539,2.0494,2052.1,18.48,1153.0,417.85,1.891,6065.0,FALSE_POSITIVE,KEPLER
25.3710555,3.739,78.6,1.43,779.0,87.17,1.494,6029.0,FALSE_POSITIVE,KEPLER
1.38680229,1.7065,242.3,29.33,2530.0,9703.01,2.037,6823.0,CANDIDATE,KEPLER
8.58966893,6.962,429.6,155.18,4900.0,136317.25,80.307,3837.0,FALSE_POSITIVE,KEPLER
4.468456599,1.4195,906.7,24.81,1081.0,321.94,0.942,5869.0,FALSE_POSITIVE,KEPLER
0.933754669,4.048,89.3,1.48,2475.0,8881.31,1.457,6443.0,FALSE_POSITIVE,KEPLER
86.79876649,2.99,22462.63243162212,102.63704526387212,975.4870166888952,4761.974357293675,1.4372819619246622,5639.247926947345,FALSE_POSITIVE,KEPLER
164.57506747,9.57,22138.249056149576,102.4472463735761,805.1621225235615,2010.6182263055048,1.5340501852112904,5717.145562105166,FALSE_POSITIVE,KEPLER
1.71030803,2.718,216.0,1.32,1449.0,1039.18,0.9,5790.0,FALSE_POSITIVE,KEPLER
79.9201319,4.482,1326.8,1.81,217.0,0.53,0.476,3812.0,FALSE_POSITIVE,KEPLER
199.3113,6.43,383.6,1.64,278.0,1.42,0.789,5662.0,FALSE_POSITIVE,KEPLER
157.82131,12.42,192.3,1.59,377.0,4.75,1.147,6082.0,FALSE_POSITIVE,KEPLER
2.28612573,12.408,301.6,22.63,1433.0,993.96,1.012,6063.0,FALSE_POSITIVE,KEPLER
199.66876,8.996,251.9,1.45,305.0,2.06,0.921,5678.0,CONFIRMED,KEPLER
1.33254971,4.69,158.3,1.36,1782.0,2377.19,1.004,6150.0,FALSE_POSITIVE,KEPLER
0.469334634,0.8864,340.4,2.4,2432.0,8264.27,1.008,5888.0,FALSE_POSITIVE,KEPLER
0.849277809,3.137,690.8,20.11,1781.0,2366.84,0.853,5743.0,FALSE_POSITIVE,KEPLER
71.4523167,6.276,216.9,2.19,561.0,23.44,1.488,6148.0,CONFIRMED,KEPLER
1.752564549,3.503,116.6,1.38,1741.0,2174.09,1.18,6221.0,FALSE_POSITIVE,KEPLER
0.566816802,1.981,94.0,0.68,1585.0,1483.43,0.704,4665.0,FALSE_POSITIVE,KEPLER
1.752553762,3.877,414.7,1.06,933.0,178.74,0.529,4408.0,FALSE_POSITIVE,KEPLER
2.065351521,2.661,173.2,1.03,1196.0,485.51,0.749,5266.0,FALSE_POSITIVE,KEPLER
2.253551793,3.66,119.6,1.7,1812.0,2547.01,1.426,6526.0,FALSE_POSITIVE,KEPLER
1.06378861,1.072,251.5,1.61,1650.0,1761.19,1.002,5265.0,CONFIRMED,KEPLER
123.11494773,17.24,21824.2523907882,102.22814461265165,609.3548913918685,-1195.189377466846,1.6467264281307266,5809.124228943386,FALSE_POSITIVE,KEPLER
1.854493861,4.2367,1287.3,29.39,1291.0,657.94,0.843,5431.0,FALSE_POSITIVE,KEPLER
1.020713389,0.873,102.3,0.9,1724.0,2079.36,0.87,5815.0,FALSE_POSITIVE,KEPLER
2.1990638,3.197,344.8,1.33,1087.0,330.97,0.707,5003.0,FALSE_POSITIVE,KEPLER
132.1331011,26.715,7956.2,75.08,809.0,101.41,8.121,5067.0,FALSE_POSITIVE,KEPLER
1.120646438,1.7664,322.5,89.35,2783.0,14127.22,4.034,4972.0,FALSE_POSITIVE,KEPLER
1.710279417,2.252,228.8,1.57,1524.0,1272.5,1.023,5834.0,FALSE_POSITIVE,KEPLER
65.238281,5.756,197.2,5.18,734.0,68.49,3.761,5254.0,FALSE_POSITIVE,KEPLER
0.56679641,2.324,26.7,0.46,1940.0,3349.38,0.888,5403.0,FALSE_POSITIVE,KEPLER
9.88736642,4.23,68.0,0.68,768.0,82.32,0.816,5693.0,CONFIRMED,KEPLER
42.3520039,7.773,512.6,6.3,938.0,182.91,2.632,6864.0,CONFIRMED,KEPLER
0.789160884,0.9268,215.1,0.91,1244.0,564.46,0.622,4258.0,CONFIRMED,KEPLER
2.399081606,4.384,6071.6,40.6,1360.0,810.78,1.0,5780.0,FALSE_POSITIVE,KEPLER
5.14072621,27.24,145.6,19.28,1076.0,317.19,1.035,5751.0,FALSE_POSITIVE,KEPLER
0.566798545,5.224,36.9,0.53,2004.0,3787.58,0.87,5629.0,FALSE_POSITIVE,KEPLER
1.44445234,0.9753,200.7,2.03,1800.0,2479.44,1.449,5305.0,CONFIRMED,KEPLER
3.55653637,8.7,202.5,1.7,1272.0,619.57,1.114,5950.0,FALSE_POSITIVE,KEPLER
9.60853601,3.672,584.4,31.99,984.0,221.77,1.158,6377.0,FALSE_POSITIVE,KEPLER
0.933747751,3.9236,76.6,2.07,3112.0,22250.69,2.187,6985.0,FALSE_POSITIVE,KEPLER
3.17463577,10.988,405.9,9.32,1296.0,667.65,0.996,5999.0,FALSE_POSITIVE,KEPLER
0.902222843,2.0516,29.7,48.23,10340.0,2710661.9,89.806,3705.0,FALSE_POSITIVE,KEPLER
22.4685309,3.034,242.3,20.05,1040.0,276.85,3.301,5461.0,FALSE_POSITIVE,KEPLER
10.16104834,3.0448,908.9,2.72,800.0,96.98,0.913,5636.0,FALSE_POSITIVE,KEPLER
2.743978797,6.442,39994.0,38.11,1136.0,392.49,0.81,5334.0,FALSE_POSITIVE,KEPLER
1.332561398,4.103,150.6,2.16,2276.0,6330.12,1.602,6468.0,FALSE_POSITIVE,KEPLER
12.89623554,2.625,426.6,2.55,783.0,89.02,0.923,6072.0,CANDIDATE,KEPLER
364.14397,15.37,513.5,2.2,259.0,1.06,0.951,6039.0,FALSE_POSITIVE,KEPLER
21.78769087,4.498,507.7,71.95,1042.0,278.24,3.05,5627.0,FALSE_POSITIVE,KEPLER
5.90741476,1.016,5569.0,5.1,769.0,82.73,0.69,4963.0,CONFIRMED,KEPLER
2.368173896,2.346,10143.0,10.92,1428.0,983.51,0.991,5944.0,FALSE_POSITIVE,KEPLER
5.73865933,4.051,688.6,1.84,535.0,19.33,0.509,3841.0,FALSE_POSITIVE,KEPLER
91.05641908,6.7282,57608.0,53.1,431.0,8.13,1.046,6142.0,FALSE_POSITIVE,KEPLER
2.52443998,2.369,45.8,1.53,2145.0,4998.98,2.225,6461.0,CANDIDATE,KEPLER
4.49686066,1.7306,1932.5,1.93,535.0,19.34,0.444,3698.0,CONFIRMED,KEPLER
0.5374094,1.2039,94.2,0.96,2208.0,5646.82,0.988,5749.0,CANDIDATE,KEPLER
24.7543849,3.39,593.3,2.1,491.0,13.7,0.804,4852.0,CONFIRMED,KEPLER
0.475068516,0.8552,110.1,1.03,2372.0,7444.39,0.955,6045.0,FALSE_POSITIVE,KEPLER
1.79683793,7.911,223.3,3.37,2397.0,7783.32,1.714,7592.0,FALSE_POSITIVE,KEPLER
187.51251276,8.05,22193.33066403964,102.49042858310548,843.661694194331,2645.781098820833,1.5117341944879197,5698.786571419543,FALSE_POSITIVE,KEPLER
12.425484,28.0218,117.2,1.55,773.0,84.37,1.017,5478.0,FALSE_POSITIVE,KEPLER
17.7838298,3.997,247.1,1.6,729.0,66.87,1.021,6014.0,CONFIRMED,KEPLER
1.204529346,1.62,86.9,1.4,1968.0,3561.16,1.504,5340.0,FALSE_POSITIVE,KEPLER
2.15839583,8.09,352.2,14.28,1103.0,350.53,0.662,5272.0,FALSE_POSITIVE,KEPLER
1.570592397,0.623,214.4,1.37,1480.0,1135.98,0.921,5519.0,CANDIDATE,KEPLER
371.1495,15.855,597.3,2.07,245.0,0.85,0.836,5988.0,FALSE_POSITIVE,KEPLER
3.374684854,4.48335,80917.0,49.25,1163.0,432.73,0.943,5754.0,FALSE_POSITIVE,KEPLER
2.61841046,3.304,180.2,1.12,1245.0,567.24,0.82,5912.0,FALSE_POSITIVE,KEPLER
4.593594819,2.6391,1455.2,8.85,1125.0,378.37,0.969,6075.0,FALSE_POSITIVE,KEPLER
125.0426,8.99,104.3,1.2,416.0,7.06,1.139,6273.0,FALSE_POSITIVE,KEPLER
6.17039154,2.116,502.9,2.17,1029.0,264.63,0.963,6137.0,FALSE_POSITIVE,KEPLER
0.364860478,1.4736,112.6,0.68,1993.0,3703.08,0.642,5220.0,FALSE_POSITIVE,KEPLER
6.422943288,1.0815,261.4,1.66,1034.0,269.8,1.016,6102.0,CANDIDATE,KEPLER
6.90522317,3.533,420.3,4.54,1343.0,768.55,1.721,6596.0,FALSE_POSITIVE,KEPLER
1.5259105,3.114,83.9,2.63,2545.0,9917.8,2.099,6640.0,FALSE_POSITIVE,KEPLER
4.27121961,2.9283,966.7,2.17,802.0,97.84,0.67,4702.0,FALSE_POSITIVE,KEPLER
1.306984786,1.194,302.1,18.33,1754.0,2230.29,1.026,6102.0,CANDIDATE,KEPLER
0.769358923,1.5364,44.8,1.93,2928.0,17335.4,2.935,5267.0,FALSE_POSITIVE,KEPLER
0.755109106,2.967,106.0,0.85,1733.0,2130.82,0.815,5452.0,FALSE_POSITIVE,KEPLER
25.3239215,70.405,1379.7,19.02,484.0,12.94,0.668,5128.0,FALSE_POSITIVE,KEPLER
4.61225043,2.695,29.1,0.51,1032.0,268.27,0.961,5495.0,CONFIRMED,KEPLER
7.99022379,3.273,165.9,1.97,1113.0,361.73,1.542,5689.0,CONFIRMED,KEPLER
4.1749166,4.828,40.7,0.61,1116.0,366.59,0.94,5910.0,FALSE_POSITIVE,KEPLER
0.56678694,1.959,61.2,0.63,1920.0,3194.49,0.808,5341.0,FALSE_POSITIVE,KEPLER
0.73094701,4.223,227.7,15.83,1870.0,2886.66,0.837,5767.0,FALSE_POSITIVE,KEPLER
0.686994057,3.5252,2797.1,35.3,2063.0,4267.13,1.0,5780.0,FALSE_POSITIVE,KEPLER
1.324247867,1.4759,83.3,1.3,2140.0,4951.46,1.406,6557.0,FALSE_POSITIVE,KEPLER
0.780632043,1.4109,736.5,79.67,2714.0,12837.08,2.18,5354.0,FALSE_POSITIVE,KEPLER
0.730947169,4.396,248.0,14.43,1777.0,2349.48,0.826,5514.0,FALSE_POSITIVE,KEPLER
41.16676097,2.2133,5386.3,17.82,446.0,9.35,0.805,5193.0,FALSE_POSITIVE,KEPLER
1.083736642,1.57912,8930.8,237.84,3641.0,41465.78,5.618,5591.0,FALSE_POSITIVE,KEPLER
2.45570369,3.1,273.8,55.95,1891.0,3017.14,2.314,5148.0,FALSE_POSITIVE,KEPLER
0.64234875,1.3699,103.7,2.78,3813.0,49846.45,2.584,7089.0,FALSE_POSITIVE,KEPLER
5.204286663,6.2598,35221.0,16.0,934.0,180.12,0.86,5332.0,FALSE_POSITIVE,KEPLER
6.352090869,3.88771,75142.0,18.9,772.0,83.66,0.693,5089.0,FALSE_POSITIVE,KEPLER
1.877350712,1.7478,185.6,1.46,1650.0,1755.2,1.059,6382.0,FALSE_POSITIVE,KEPLER
2.11552348,6.712,359.2,21.43,1398.0,900.64,0.951,5900.0,FALSE_POSITIVE,KEPLER
2.84573962,7.28,211.7,3.63,1829.0,2645.94,2.372,5557.0,FALSE_POSITIVE,KEPLER
7.01476115,3.945,122.1,1.02,928.0,175.85,0.87,5912.0,FALSE_POSITIVE,KEPLER
0.941603153,1.1886,462.1,2.29,1608.0,1575.78,0.837,5237.0,FALSE_POSITIVE,KEPLER
24.40213373,12.57,22075.593969775666,102.3635540326398,731.1389281309253,757.9556524568579,1.578007289592625,5754.225859462927,FALSE_POSITIVE,KEPLER
1.13357304,2.849,33.1,0.59,1836.0,2688.01,0.954,6147.0,FALSE_POSITIVE,KEPLER
0.643468999,1.1108,108.0,0.88,2001.0,3772.66,0.843,5670.0,FALSE_POSITIVE,KEPLER
112.645961,7.037,1957.9,35.36,377.0,4.76,0.991,5895.0,FALSE_POSITIVE,KEPLER
0.526887517,0.8971,119.9,0.58,1238.0,550.37,0.519,3945.0,FALSE_POSITIVE,KEPLER
4.14244748,2.203,69.9,1.82,1907.0,3128.33,2.124,6785.0,FALSE_POSITIVE,KEPLER
0.777663575,1.1741,134.3,0.95,1816.0,2553.18,0.812,5769.0,FALSE_POSITIVE,KEPLER
0.552834211,1.2887,145.7,18.09,3107.0,21895.36,2.648,5132.0,FALSE_POSITIVE,KEPLER
0.758354475,4.56811,581780.0,149.44,3123.0,22401.95,1.83,7131.0,FALSE_POSITIVE,KEPLER
76.5369531,5.574,652.2,3.73,503.0,15.15,1.466,5596.0,CONFIRMED,KEPLER
3.43525124,4.509,152.2,25.43,1579.0,1468.73,1.742,5854.0,FALSE_POSITIVE,KEPLER
0.962828092,4.411,63.0,40.82,3553.0,37544.87,3.44,6552.0,FALSE_POSITIVE,KEPLER
3.11141514,3.074,28.4,0.7,1530.0,1296.58,1.273,6450.0,CANDIDATE,KEPLER
1.878156188,2.058,787.5,2.51,1141.0,400.37,0.67,5075.0,FALSE_POSITIVE,KEPLER
7.81153999,5.984,912.8,23.56,718.0,62.96,0.71,5150.0,FALSE_POSITIVE,KEPLER
0.993488979,1.9694,24327.0,17.9,1914.0,3172.24,0.998,5811.0,FALSE_POSITIVE,KEPLER
1.334104585,3.14624,61691.0,44.9,1880.0,2954.64,1.083,6319.0,FALSE_POSITIVE,KEPLER
2.115498574,6.738,444.2,25.84,1432.0,995.26,1.0,5917.0,FALSE_POSITIVE,KEPLER
3.40076682,4.7,21.1,0.69,1540.0,1328.5,1.496,6134.0,FALSE_POSITIVE,KEPLER
6.49676881,2.527,135.0,3.74,1761.0,2273.36,3.049,6418.0,FALSE_POSITIVE,KEPLER
2.057499811,2.569,325.6,1.27,1037.0,273.84,0.736,4620.0,FALSE_POSITIVE,KEPLER
10.5856758,4.911,178.7,1.49,912.0,163.41,1.092,6246.0,FALSE_POSITIVE,KEPLER
2.69633621,5.238,238.6,15.78,1334.0,749.66,0.923,6106.0,FALSE_POSITIVE,KEPLER
11.2580745,23.516,713.3,2.14,497.0,14.44,0.586,4257.0,FALSE_POSITIVE,KEPLER
0.566795586,4.124,39.4,0.66,2296.0,6597.1,0.997,6108.0,FALSE_POSITIVE,KEPLER
1.099291188,1.765,282.6,1.37,1414.0,947.02,0.843,4878.0,FALSE_POSITIVE,KEPLER
0.47462889,1.0194,331.3,1.43,1840.0,2691.55,0.786,4904.0,FALSE_POSITIVE,KEPLER
103.4269873,5.03,950.1,3.16,416.0,7.08,1.024,6208.0,CONFIRMED,KEPLER
0.352515897,1.0525,168.2,1.0,2194.0,5534.14,0.766,5465.0,CANDIDATE,KEPLER
0.299697755,0.8473,346.9,2.03,2246.0,6005.79,0.782,5180.0,FALSE_POSITIVE,KEPLER
0.339069751,1.1516,53.2,2.09,3653.0,41863.05,2.183,5653.0,CANDIDATE,KEPLER
0.56681727,1.779,35.9,0.42,1832.0,2676.11,0.708,5481.0,FALSE_POSITIVE,KEPLER
1.081935491,5.136,202.9,0.99,1364.0,819.14,0.718,4938.0,FALSE_POSITIVE,KEPLER
0.524175803,0.7648,236.8,1.27,1891.0,3049.23,0.815,5278.0,CONFIRMED,KEPLER
1.89129881,5.294,82.0,0.86,1414.0,944.68,0.893,5806.0,FALSE_POSITIVE,KEPLER
4.94330596,2.9334,126.2,1.41,1058.0,296.74,1.008,5661.0,CONFIRMED,KEPLER
178.139072,9.654,678.8,2.25,291.0,1.7,0.879,5431.0,CONFIRMED,KEPLER
0.619023176,1.496,77.9,0.79,1885.0,2985.06,0.891,5395.0,CANDIDATE,KEPLER
120.00336404,3.3803,39596.0,15.08,240.0,0.78,0.668,4315.0,CANDIDATE,KEPLER
4.067371428,5.8962,63447.0,68.81,978.0,215.71,0.75,5385.0,FALSE_POSITIVE,KEPLER
1.540395781,1.6305,173.4,0.94,1211.0,510.22,0.735,4955.0,FALSE_POSITIVE,KEPLER
32.9045733,4.402,662.3,28.34,568.0,24.63,1.0,5780.0,FALSE_POSITIVE,KEPLER
2.46353343,2.954,830.0,21.49,1171.0,445.83,0.777,5541.0,FALSE_POSITIVE,KEPLER
22.91339043,3.94,5407.0,24.11,510.0,15.94,0.6,5451.0,FALSE_POSITIVE,KEPLER
1.541350116,3.29,378.0,1.5,1273.0,619.14,0.784,5150.0,FALSE_POSITIVE,KEPLER
1.205412526,1.537,109.2,12.6,1988.0,3681.8,1.122,6292.0,FALSE_POSITIVE,KEPLER
1.710316235,3.614,409.4,23.38,1647.0,1740.08,1.096,6147.0,FALSE_POSITIVE,KEPLER
23.9210408,5.174,158.3,3.01,1020.0,255.65,1.972,7121.0,CONFIRMED,KEPLER
9.03326435,2.857,610.7,1.96,729.0,66.89,0.788,5311.0,CONFIRMED,KEPLER
356.535835,5.467,3113.0,28.27,220.0,0.55,0.75,5385.0,FALSE_POSITIVE,KEPLER
3.490785878,1.4513,336.8,1.32,1010.0,245.65,0.725,5496.0,CONFIRMED,KEPLER
1.92149487,1.891,1006.0,79.14,2382.0,7634.18,2.247,6831.0,FALSE_POSITIVE,KEPLER
1.093665854,1.4399,218.4,1.29,1681.0,1880.33,0.874,5845.0,CONFIRMED,KEPLER
141.608555,7.685,1263.1,2.98,290.0,1.68,0.844,5083.0,CANDIDATE,KEPLER
3.6092231,2.8,52.4,0.68,1192.0,477.0,0.929,6032.0,CANDIDATE,KEPLER
12.4247333,16.828,40.5,1.47,1284.0,642.95,2.193,6632.0,FALSE_POSITIVE,KEPLER
11.4927112,7.764,291.5,25.01,858.0,127.97,1.005,6198.0,CANDIDATE,KEPLER
70.7511986,6.198,858.1,27.74,441.0,8.97,0.936,5771.0,FALSE_POSITIVE,KEPLER
116.583183,5.8,819.0,2.91,371.0,4.47,0.981,5738.0,CONFIRMED,KEPLER
175.13892,10.767,634.5,3.06,346.0,3.39,1.241,5497.0,CONFIRMED,KEPLER
1.302061421,1.8238,1046.1,92.86,3345.0,29636.26,2.783,7757.0,FALSE_POSITIVE,KEPLER
55.25178622,6.094,39874.0,27.32,444.0,9.15,0.832,5793.0,FALSE_POSITIVE,KEPLER
5.548250634,6.06772,42873.0,21.49,1088.0,331.99,1.028,6124.0,FALSE_POSITIVE,KEPLER
4.442520831,2.4779,531.5,3.98,1392.0,889.36,1.33,6496.0,FALSE_POSITIVE,KEPLER
1.339670241,1.895,28.6,1.27,3448.0,33385.02,2.245,8867.0,FALSE_POSITIVE,KEPLER
2.685223546,4.0632,5494.6,28.98,1111.0,360.92,0.719,5552.0,FALSE_POSITIVE,KEPLER
1.99042642,3.083,133.8,1.17,1539.0,1327.48,1.005,6198.0,FALSE_POSITIVE,KEPLER
67.230028,25.01,379.1,2.44,482.0,12.79,1.016,6157.0,FALSE_POSITIVE,KEPLER
0.805259637,0.9779,341.8,1.93,2115.0,4732.34,1.022,6257.0,FALSE_POSITIVE,KEPLER
75.3787816,5.268,387.7,1.6,360.0,3.97,0.841,5061.0,FALSE_POSITIVE,KEPLER
2.464160779,2.427,116.7,36.93,1709.0,2018.62,1.883,5238.0,FALSE_POSITIVE,KEPLER
0.566781152,3.995,133.4,0.54,1090.0,337.1,0.46,3725.0,FALSE_POSITIVE,KEPLER
13.0267964,0.785,356.6,2.08,643.0,40.51,0.844,5083.0,CONFIRMED,KEPLER
4.93129874,1.8626,676.1,21.42,944.0,187.36,0.779,5457.0,FALSE_POSITIVE,KEPLER
5.59187448,1.6782,236.4,104.18,4793.0,124810.93,58.325,3915.0,FALSE_POSITIVE,KEPLER
1.88665445,1.343,2098.0,43.81,1794.0,2453.86,1.249,6296.0,FALSE_POSITIVE,KEPLER
14.53682228,3.195,1032.3,73.15,1596.0,1534.06,5.855,4946.0,FALSE_POSITIVE,KEPLER
172.820248,7.343,549.3,2.22,338.0,3.08,0.939,6174.0,CANDIDATE,KEPLER
1.72853003,3.819,99.1,2.43,2492.0,9100.75,2.237,6701.0,FALSE_POSITIVE,KEPLER
2.19068738,4.41,66.3,1.68,2017.0,3913.33,1.975,6208.0,FALSE_POSITIVE,KEPLER
372.16478,11.288,2074.0,5.68,279.0,1.44,1.129,6194.0,FALSE_POSITIVE,KEPLER
0.947730124,1.1171,152.5,2.82,3914.0,55681.21,2.184,9464.0,FALSE_POSITIVE,KEPLER
234.240739,12.925,464.1,3.41,329.0,2.77,1.248,5814.0,CONFIRMED,KEPLER
341.01495,5.12,386.0,1.72,234.0,0.71,0.896,5327.0,FALSE_POSITIVE,KEPLER
6.14631207,3.803,891.1,4.79,1260.0,594.72,1.31,6726.0,FALSE_POSITIVE,KEPLER
27.36432337,3.545,2282.5,39.49,659.0,44.5,1.107,6167.0,FALSE_POSITIVE,KEPLER
10.26231992,3.568,813.9,1.98,509.0,15.89,0.54,4316.0,FALSE_POSITIVE,KEPLER
1.519529227,5.1675,8372.5,11.12,1653.0,1766.31,1.046,6033.0,FALSE_POSITIVE,KEPLER
6.487525901,2.4536,20209.0,21.23,593.0,29.11,0.485,4481.0,FALSE_POSITIVE,KEPLER
0.56676437,2.326,76.5,0.92,2267.0,6222.58,1.005,6039.0,FALSE_POSITIVE,KEPLER
2.35197616,5.304,268.0,21.19,1444.0,1025.78,1.003,6147.0,FALSE_POSITIVE,KEPLER
0.861643331,2.4318,232.5,1.88,1613.0,1599.85,0.688,5506.0,FALSE_POSITIVE,KEPLER
12.1097626,10.174,113.9,1.09,681.0,50.68,0.739,5437.0,FALSE_POSITIVE,KEPLER
63.909601,11.85,143.0,0.76,351.0,3.57,0.643,5227.0,FALSE_POSITIVE,KEPLER
19.7352868,5.097,319.4,49.24,743.0,72.08,1.045,6329.0,FALSE_POSITIVE,KEPLER
0.566799125,3.072,30.7,0.56,2299.0,6590.95,1.004,6063.0,FALSE_POSITIVE,KEPLER
20.1890396,6.251,112.1,1.39,794.0,93.89,1.267,6178.0,CANDIDATE,KEPLER
1.061935973,3.3177,337.9,24.17,1961.0,3479.87,1.062,6274.0,FALSE_POSITIVE,KEPLER
1.485898163,2.446,224.6,14.96,1272.0,620.65,0.727,5088.0,FALSE_POSITIVE,KEPLER
38.5763483,19.861,282.1,2.05,619.0,34.77,1.221,6167.0,CONFIRMED,KEPLER
1.845610523,2.337,374.1,77.83,2502.0,9283.04,2.978,5974.0,FALSE_POSITIVE,KEPLER
7.3812344,2.802,104.5,1.0,944.0,187.24,0.923,6072.0,CANDIDATE,KEPLER
133.303247,7.342,1017.5,2.67,301.0,1.94,0.864,5064.0,CONFIRMED,KEPLER
125.4132302,2.3241,1345.0,3.14,266.0,1.18,0.747,4641.0,CONFIRMED,KEPLER
21.5702917,40.4,148.7,29.53,888.0,146.81,1.628,6070.0,FALSE_POSITIVE,KEPLER
0.868723418,1.4617,197.1,1.87,1998.0,3776.5,1.046,5761.0,FALSE_POSITIVE,KEPLER
25.30893566,5.7704,153.7,1.77,710.0,60.2,1.292,5949.0,CONFIRMED,KEPLER
27.25471993,0.73,22589.9804571604,102.70276581515478,1034.66668279753,5707.297094743062,1.4040151501614897,5612.7852890819695,FALSE_POSITIVE,KEPLER
34.10787519,4.1,22439.85137178245,102.60609247876371,948.115537232186,4298.497468295787,1.4535453271381265,5652.975003598555,FALSE_POSITIVE,KEPLER
16.61474421,2.77,22506.278417793103,102.64448476515578,982.579566875107,4854.640355315078,1.4339841563566882,5637.245526544326,FALSE_POSITIVE,KEPLER
1.412526202,5.49,150.3,36.77,3001.0,19160.84,1.91,8468.0,FALSE_POSITIVE,KEPLER
2.759573341,6.999,382.0,6.42,1198.0,487.37,0.863,5640.0,FALSE_POSITIVE,KEPLER
3.79188234,2.15,417.0,1.95,1201.0,492.81,0.91,6171.0,FALSE_POSITIVE,KEPLER
14.38724729,1.9078,1914.1,29.24,725.0,65.41,0.859,5830.0,FALSE_POSITIVE,KEPLER
58.4302648,7.18,1849.5,3.45,300.0,1.91,0.609,4338.0,FALSE_POSITIVE,KEPLER
0.566717263,2.6079,18.5,0.43,2096.0,4581.82,0.957,5544.0,FALSE_POSITIVE,KEPLER
13.37935853,8.809,353.5,6.65,1395.0,896.56,2.702,6739.0,FALSE_POSITIVE,KEPLER
13.26255423,4.65,916.4,3.55,766.0,81.56,0.935,5973.0,FALSE_POSITIVE,KEPLER
20.5696575,4.263,401.5,28.96,650.0,42.09,0.838,6098.0,FALSE_POSITIVE,KEPLER
4.52342256,2.531,219.0,1.7,1195.0,482.25,1.058,6211.0,FALSE_POSITIVE,KEPLER
22.32423657,3.669,1299.3,4.56,611.0,32.87,0.912,5648.0,FALSE_POSITIVE,KEPLER
0.723947772,2.125,242.7,52.16,3192.0,24641.6,2.897,5160.0,FALSE_POSITIVE,KEPLER
308.544422,18.503,586.8,3.28,330.0,2.81,1.349,6325.0,CONFIRMED,KEPLER
0.905679492,2.1164,2299.0,35.74,1882.0,2950.42,1.0,5780.0,FALSE_POSITIVE,KEPLER
22.735911,42.435,2311.0,5.07,643.0,40.32,1.0,5780.0,FALSE_POSITIVE,KEPLER
0.909310626,3.4411,12127.0,48.79,2130.0,4889.6,1.106,6370.0,FALSE_POSITIVE,KEPLER
0.648774274,2.643,231.0,1.08,1659.0,1795.83,0.729,5026.0,FALSE_POSITIVE,KEPLER
32.63286247,3.08,22485.00020843118,102.63534296085808,974.2996327026844,4724.893740912939,1.4385545508287576,5640.805419267129,FALSE_POSITIVE,KEPLER
173.92851338,2.64,22435.59236707423,102.64566406511312,982.6592274328292,4907.411052480744,1.4322189744033338,5634.291370296002,CANDIDATE,KEPLER
25.64384513,5.05,22402.57557118441,102.57900857881329,923.931859997492,3901.4619949447697,1.4674982423117091,5664.3970622116485,FALSE_POSITIVE,KEPLER
25.58546721,2.28,22523.26990743057,102.6583798362204,994.9580088239428,5059.38105441695,1.426791641024877,5631.313123948243,FALSE_POSITIVE,KEPLER
17.47702,54.52,138.3,0.93,676.0,49.24,0.782,6116.0,FALSE_POSITIVE,KEPLER
16.88954693,3.41,22478.26553793676,102.6261420510805,966.1637885016168,4587.104098469881,1.4433895329203563,5644.887140993414,FALSE_POSITIVE,KEPLER
26.77891391,3.12,22486.09883534424,102.63429154809424,973.3950759929442,4708.2313953990415,1.4391369665844689,5641.335324058427,FALSE_POSITIVE,KEPLER
13.33386985,6.51,22344.94983836784,102.53737360749588,886.7509322040044,3291.274188028696,1.488942314152129,5681.944745435857,FALSE_POSITIVE,KEPLER
94.10628163,17.21,21839.63801588716,102.22947363884978,610.72408593571,-1182.3588585774378,1.646258781908955,5809.02434206648,FALSE_POSITIVE,KEPLER
14.71266408,4.21,22444.472656927832,102.60325444352338,945.69619338991,4252.708963804671,1.4551439267794182,5654.461612337446,FALSE_POSITIVE,KEPLER
0.696125302,2.0054,14966.0,28.44,1645.0,1739.43,0.674,5245.0,FALSE_POSITIVE,KEPLER
302.38867822,3.1229,41320.0,40.73,238.0,0.76,0.857,5328.0,FALSE_POSITIVE,KEPLER
305.0762469,6.255,4042.8,7.82,284.0,1.53,1.155,5716.0,CANDIDATE,KEPLER
