koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_srad,koi_steff,koi_depth,koi_model_snr,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disposition
24.31574009,4.1344,2.8,683.0,51.53,1.047,6242.0,643.3,42.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
199.443024,7.409,9.3,332.0,2.86,1.153,5646.0,4036.0,55.1,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
39.6766071,5.04,2.29,473.0,11.85,0.888,5244.0,611.2,24.9,0.926,0.0,0.0,0.0,0.0,CONFIRMED
358.66044,16.732,1.62,304.0,2.02,1.406,5619.0,133.8,15.6,0.047,1.0,0.0,0.0,0.0,FALSE POSITIVE
4.454194254,2.3061,11.76,1017.0,252.22,0.915,5359.0,16042.0,1022.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
809.0141881,8.3017,14.38,216.0,0.51,1.047,6230.0,16311.0,212.9,0.0,0.0,0.0,0.0,0.0,CANDIDATE
21.0871953,5.92691,14.43,873.0,137.06,1.522,6266.0,8894.7,556.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
1.575631524,2.59202,28.66,1577.0,1464.43,0.858,6202.0,25627.0,465.4,0.0,0.0,1.0,0.0,0.0,FALSE POSITIVE
6.09855603,2.9815,0.84,927.0,174.3,0.925,5465.0,84.4,24.8,0.999,0.0,0.0,0.0,0.0,CONFIRMED
203.250506,9.81,1.35,292.0,1.71,0.872,5600.0,238.9,7.0,0.174,1.0,0.0,0.0,0.0,FALSE POSITIVE
16.54295261,3.8516,2.31,611.0,32.94,0.867,5215.0,726.0,36.1,1.0,465.0,0.0,0.0,0.0,CONFIRMED
11.023474798,1.4814,2.46,429.0,8.04,0.537,3744.0,1795.5,77.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
34.18884323,5.3278,2.97,526.0,18.05,0.925,5515.0,1063.2,83.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.30165843,2.1055,2.42,1009.0,244.48,0.865,5480.0,739.4,88.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
7.650243513,2.752,2.3,772.0,83.86,0.746,5409.0,981.4,98.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.47240869,1.87,0.36,887.0,145.69,0.525,4729.0,47.5,9.0,0.425,0.0,0.0,0.0,0.0,CANDIDATE
4.592393816,2.2748,2.51,924.0,172.6,0.796,5351.0,1027.7,105.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
11.53029332,1.8385,3.98,873.0,137.08,1.152,5770.0,1209.3,57.6,0.0,0.0,0.0,0.0,0.0,CANDIDATE
5.859935955,4.0185,2.56,1246.0,569.5,1.424,6181.0,322.8,186.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.104721971,1.7547,2.89,1365.0,821.44,0.975,5703.0,905.5,153.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
10.63624422,5.055,1.58,756.0,77.02,0.774,5834.0,231.7,24.7,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
7.9069765,4.634,1.13,994.0,230.28,0.996,6347.0,126.1,8.3,0.879,0.0,0.0,0.0,0.0,CANDIDATE
6.412512953,5.2677,3.89,1069.0,308.76,1.108,6026.0,1156.4,183.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.019997006,1.8073,1.46,1166.0,437.85,0.787,5103.0,332.8,52.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.763041531,1.6011,1.63,948.0,190.67,0.787,5103.0,354.5,37.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
6.521209629,2.7975,2.54,932.0,178.27,0.898,5822.0,760.4,69.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
6.996926239,2.7374,3.21,888.0,147.07,0.893,5713.0,1317.4,101.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
13.9509565,5.231,0.75,849.0,122.88,1.227,5888.0,35.7,11.2,0.676,0.0,0.0,0.0,0.0,CANDIDATE
5.428344915,1.8931,14.88,1033.0,269.19,0.965,5936.0,13756.0,140.2,0.0,0.0,1.0,1.0,0.0,FALSE POSITIVE
16.30141333,3.5764,3.84,805.0,99.08,1.138,6072.0,942.3,62.4,1.0,0.0,0.0,0.0,0.0,CANDIDATE
24.61480613,2.6602,4.2,586.0,27.93,0.986,5312.0,1798.0,68.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
42.949522,5.4154,2.98,487.0,13.29,0.986,5312.0,959.1,40.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
117.033521,6.822,2.68,349.0,3.49,0.986,5312.0,770.4,21.9,0.995,0.0,0.0,0.0,0.0,CONFIRMED
386.39833,8.519,2.2,214.0,0.49,0.812,5284.0,748.0,4.9,0.001,1.0,0.0,0.0,0.0,FALSE POSITIVE
1.55400389,1.7664,1.59,1313.0,704.5,0.746,5409.0,465.8,82.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
34.25951418,4.7743,2.41,468.0,11.36,0.746,5409.0,1072.5,66.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
23.8761144,9.3113,10.45,1481.0,1135.6,2.533,9974.0,1611.7,225.5,0.0,1.0,0.0,0.0,0.0,FALSE POSITIVE
4.99270186,3.1008,26.6,1051.0,288.29,0.951,5724.0,557.4,42.3,0.0,0.0,1.0,1.0,0.0,FALSE POSITIVE
4.79860021,3.0384,2.51,978.0,216.54,0.847,5631.0,817.4,88.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
7.7333361,2.807,0.57,479.0,12.41,0.511,3780.0,126.9,9.3,0.122,1.0,0.0,1.0,0.0,FALSE POSITIVE
9.57665962,3.3603,2.88,846.0,121.26,1.076,5386.0,746.8,82.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
96.6781852,5.6957,3.29,392.0,5.55,1.076,5386.0,951.3,44.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
20.55280311,2.2013,2.99,656.0,43.8,1.076,5386.0,727.3,42.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.023123903,1.1829,2.87,1266.0,608.26,0.803,5559.0,1288.9,76.0,0.0,0.0,1.0,0.0,0.0,FALSE POSITIVE
10.94026745,2.3494,2.08,764.0,80.52,0.864,5749.0,538.6,30.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
19.5352551,1.013,0.53,161.0,0.16,0.118,2703.0,1732.0,5.9,0.374,1.0,0.0,0.0,0.0,CONFIRMED
3.687469832,1.0668,5.78,690.0,53.6,0.606,4004.0,5057.6,363.9,1.0,0.0,0.0,0.0,0.0,CANDIDATE
151.863949,8.577,2.41,318.0,2.43,0.893,5713.0,747.0,22.5,0.962,0.0,0.0,0.0,0.0,CONFIRMED
5.945043548,2.7004,2.69,857.0,127.64,0.868,5105.0,800.2,67.6,0.989,0.0,0.0,0.0,0.0,CONFIRMED
65.7045275,3.3104,2.78,472.0,11.72,1.043,5918.0,636.1,70.4,0.972,0.0,0.0,0.0,0.0,CONFIRMED
17.73842886,3.0049,2.47,596.0,29.74,0.868,5105.0,605.5,29.8,0.994,0.0,0.0,0.0,0.0,CONFIRMED
84.799829,15.21,1.16,491.0,13.79,1.406,5619.0,56.1,14.4,0.971,0.0,0.0,0.0,0.0,CANDIDATE
9.93962361,3.432,1.93,722.0,64.29,0.868,5105.0,300.1,21.5,0.559,0.0,0.0,0.0,0.0,CONFIRMED
6.8731664,6.8569,13.44,1482.0,1140.56,2.179,6490.0,3753.8,535.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
8.600099313,4.0077,4.17,760.0,78.72,0.805,5246.0,2791.6,209.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
12.37646897,2.7075,2.53,483.0,12.87,0.607,4200.0,1709.0,81.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.340538,2.57,0.84,530.0,18.69,0.607,4200.0,200.8,11.1,0.998,0.0,0.0,0.0,0.0,CANDIDATE
330.071558,4.295,2.94,286.0,1.58,1.115,5933.0,616.7,10.6,0.343,0.0,0.0,0.0,0.0,CONFIRMED
18.87022157,3.1404,2.82,621.0,35.13,0.865,5402.0,1096.6,72.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
19.5776073,3.382,0.9,628.0,36.82,0.925,5465.0,98.1,17.2,0.963,0.0,0.0,0.0,0.0,CONFIRMED
17.20522898,3.6688,2.22,553.0,22.05,0.689,5211.0,1080.6,75.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
17.90766147,5.396,4.89,731.0,67.59,0.993,6153.0,1089.3,78.4,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
22.18332255,5.1364,2.78,646.0,41.24,1.03,5565.0,748.1,70.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
354.78194,6.46,30.53,325.0,2.62,1.525,5798.0,193.0,7.7,0.269,1.0,0.0,0.0,0.0,FALSE POSITIVE
7.65880048,3.0427,2.19,858.0,128.18,0.855,5657.0,668.2,57.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.3789167,3.3427,2.03,803.0,98.22,0.808,5684.0,563.5,42.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.221626193,3.0619,2.87,1176.0,453.2,0.987,6123.0,658.0,83.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
16.54967098,4.3808,2.95,656.0,43.72,0.916,5372.0,744.5,46.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.154911236,3.1341,1.42,1740.0,2162.35,1.424,6181.0,99.7,83.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
11.505879,5.583,0.99,1000.0,236.35,1.403,6336.0,49.8,12.5,0.812,0.0,0.0,0.0,0.0,CANDIDATE
3.52467888,2.484,1.46,1098.0,344.61,0.916,5372.0,129.7,12.3,0.999,0.0,0.0,0.0,0.0,CONFIRMED
6.400157105,2.0004,2.52,810.0,101.72,0.766,5299.0,743.2,49.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.437029217,3.2005,2.04,1513.0,1237.66,1.329,5573.0,244.0,49.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.9267215,3.8428,2.76,803.0,98.34,0.982,5475.0,725.5,97.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
21.22349325,4.9416,2.63,623.0,35.69,0.982,5475.0,582.9,60.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
6.47027706,3.343,1.15,926.0,173.79,0.982,5475.0,116.9,18.3,0.932,0.0,0.0,0.0,0.0,CONFIRMED
3.722158895,1.9941,2.33,1046.0,283.28,0.806,5617.0,757.4,70.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
46.9026431,3.9264,2.6,458.0,10.44,0.865,5402.0,821.3,40.6,0.997,0.0,0.0,0.0,0.0,CONFIRMED
5.263415218,2.1446,3.77,1103.0,349.4,1.028,6099.0,1030.7,117.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.030466786,2.7734,4.48,970.0,209.11,0.854,5234.0,2908.3,227.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.27989,3.33,1.29,897.0,152.86,0.967,6052.0,164.3,8.6,0.0,0.0,0.0,1.0,0.0,FALSE POSITIVE
328.240201,12.2726,10.99,224.0,0.59,0.854,5234.0,13889.0,287.6,0.992,0.0,0.0,0.0,0.0,CONFIRMED
22.264806569,8.7941,12.34,585.0,27.79,0.813,5681.0,19373.0,873.4,0.0,0.0,1.0,0.0,0.0,FALSE POSITIVE
2.217038096,1.8575,3.23,1697.0,1956.29,1.276,6521.0,543.7,49.5,0.0,0.0,0.0,1.0,0.0,FALSE POSITIVE
8.874603,2.88,1.24,1070.0,309.5,1.278,6517.0,93.3,5.4,0.8063300061744948,0.0,0.0,0.0,0.0,FALSE POSITIVE
4.393157678,2.4455,1.41,807.0,99.9,0.692,4799.0,447.2,63.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
251.7512,4.314,1.25,272.0,1.29,0.921,5640.0,114.3,7.5,0.217,1.0,0.0,0.0,0.0,FALSE POSITIVE
16.145671932,3.7236,2.48,546.0,20.98,0.741,4900.0,941.1,242.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
1071.232624,16.1784,9.27,129.0,0.07,0.692,4799.0,19046.0,544.2,0.0,0.0,0.0,0.0,0.0,CONFIRMED
2.735900074,1.9359,1.56,1075.0,315.95,0.766,5299.0,428.9,44.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
5.852968845,4.5973,3.46,1056.0,293.93,1.013,6050.0,1146.5,152.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
81.1701587,8.358,4.71,436.0,8.55,1.165,5460.0,1183.2,51.0,0.921,0.0,0.0,0.0,0.0,CONFIRMED
371.17573,8.2,4.07,610.0,32.64,3.218,9030.0,133.7,12.1,0.598,1.0,0.0,0.0,0.0,FALSE POSITIVE
2.820190603,2.554,2.53,1367.0,824.92,1.121,5831.0,467.5,64.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
21.21712312,5.89,2.97,706.0,58.63,1.007,6191.0,636.0,56.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
200.0,7.27,102.51257627301226,863.4032249060634,2971.712776704709,1.5002832295703206,5689.359123286383,22221.24826574743,253.443153594684,0.5369355549978924,0.0,0.0,0.0,0.0,FALSE POSITIVE
15.77980122,4.0369,2.11,713.0,60.96,0.911,5941.0,541.4,39.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
14.03490255,3.638,2.41,641.0,39.97,0.785,5258.0,851.8,60.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
10.35586478,2.8431,1.92,620.0,34.93,0.778,4646.0,660.9,49.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
22.342964828,6.66405,9.99,785.0,89.61,1.331,6181.0,5612.8,1118.9,0.994,0.0,0.0,0.0,0.0,CONFIRMED
11.38840217,3.6949,3.04,979.0,216.55,1.456,5876.0,438.0,34.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
20.5498184,5.5484,4.04,657.0,44.11,0.971,5688.0,1564.3,123.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
934.09418462,17.489,7.89,177.0,0.23,0.832,5937.0,8709.6,135.5,-0.3629823023805281,0.0,0.0,0.0,0.0,CANDIDATE
199.83920527,4.378,21.48,276.0,1.36,0.869,5457.0,44490.0,590.6,0.804,0.0,0.0,0.0,0.0,CANDIDATE
17.4217322,4.718,1.42,727.0,65.92,0.967,6052.0,208.4,9.3,0.471,1.0,0.0,0.0,0.0,FALSE POSITIVE
15.84132627,1.8215,16.84,575.0,25.77,0.702,5119.0,31083.0,135.8,0.0,0.0,0.0,0.0,0.0,CANDIDATE
5.931196562,2.4999,2.01,562.0,23.5,0.539,3984.0,1007.4,90.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
0.837491225,1.796,1.43,1980.0,3630.32,1.044,5676.0,190.4,189.5,0.0,0.0,0.0,0.0,0.0,CONFIRMED
7.40611676,2.8826,1.37,678.0,49.89,0.692,4799.0,417.9,49.6,0.987,0.0,0.0,0.0,0.0,CONFIRMED
21.803708,3.369,1.11,473.0,11.82,0.692,4799.0,246.4,18.5,0.997,0.0,0.0,0.0,0.0,CONFIRMED
4.66229074,3.73,24.12,1166.0,437.35,1.025,6191.0,345.4,29.8,0.0,0.0,0.0,1.0,0.0,FALSE POSITIVE
29.9111886,6.6436,2.9,541.0,20.31,0.969,5275.0,942.0,50.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.908453928,2.5363,19.44,1181.0,459.47,0.824,5786.0,427.5,40.4,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
25.69581456,4.0251,1.7,314.0,2.3,0.477,3787.0,1130.8,45.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
25.70280003,3.1644,33.1,562.0,23.68,0.835,5532.0,5623.8,67.9,0.0,0.0,1.0,1.0,0.0,FALSE POSITIVE
13.64617478,3.4098,2.06,678.0,49.89,0.829,5569.0,633.0,43.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.213668926,3.98235,4.13,1515.0,1244.44,1.545,5795.0,727.8,346.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
8.13121389,4.2386,1.58,1117.0,368.36,1.424,6181.0,111.8,55.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
41.8854433,6.763,3.28,540.0,20.05,1.028,5735.0,687.4,47.0,0.999,0.0,0.0,0.0,0.0,CONFIRMED
13.81733587,4.261,2.04,781.0,88.04,1.028,5735.0,223.2,20.4,0.992,0.0,0.0,0.0,0.0,CONFIRMED
52.8148051,7.309,3.33,562.0,23.57,1.439,5565.0,553.7,27.4,0.9,0.0,0.0,0.0,0.0,CONFIRMED
8.30783912,3.1516,2.15,751.0,75.09,0.786,5320.0,777.5,66.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
34.0963441,3.896,1.71,469.0,11.42,0.786,5320.0,472.7,21.5,0.999,0.0,0.0,0.0,0.0,CONFIRMED
6.45442931,2.6772,2.48,999.0,234.98,0.943,6092.0,586.1,45.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.595769013,3.1569,2.39,1296.0,666.88,1.196,5762.0,383.7,45.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
52.6615266,3.1592,1.87,271.0,1.28,0.539,3984.0,1078.1,38.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
1.902208647,2.19877,4.45,1346.0,778.26,0.937,5400.0,2343.5,363.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
20.605501,3.793,0.85,806.0,99.53,1.308,6099.0,37.1,11.1,0.991,0.0,0.0,0.0,0.0,CANDIDATE
15.90688891,3.9879,2.35,588.0,28.32,0.797,5097.0,924.7,75.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.973455252,1.6519,2.46,867.0,133.55,0.797,5097.0,741.6,65.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
30.5528972,5.269,30.74,670.0,47.63,1.138,6284.0,865.2,35.6,0.0,0.0,0.0,1.0,1.0,FALSE POSITIVE
4.804469031,3.4587,3.35,953.0,194.68,0.809,5470.0,744.4,67.3,0.0,0.0,0.0,1.0,1.0,FALSE POSITIVE
1.616883373,1.6325,4.47,1774.0,2342.49,1.816,4868.0,437.3,43.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.5539134,5.261,0.68,1012.0,247.86,1.307,6175.0,26.8,13.1,0.498,0.0,0.0,0.0,0.0,CANDIDATE
13.19322809,5.0036,2.94,862.0,130.35,1.223,5946.0,585.7,50.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
10.31174786,3.1818,1.34,634.0,38.13,0.741,4900.0,275.9,81.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.42535097,3.504,1.63,1240.0,559.22,1.223,5946.0,179.0,22.1,0.996,0.0,0.0,0.0,0.0,CONFIRMED
4.302139338,2.0289,2.46,937.0,182.7,0.857,5041.0,747.2,65.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.137845914,1.91,1.5,1041.0,277.64,0.857,5041.0,305.7,30.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
6.77067637,5.982,1.9,1499.0,1193.45,2.335,6337.0,65.8,19.6,0.57,0.0,0.0,0.0,0.0,CANDIDATE
3.74782314,5.133,25.59,1253.0,583.52,1.053,6161.0,423.4,53.8,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
1.09173174,1.9719,1.07,1488.0,1153.1,0.788,5354.0,186.9,32.2,0.0,0.0,1.0,1.0,0.0,FALSE POSITIVE
20.68420772,6.4415,3.28,729.0,66.83,1.092,6246.0,858.5,59.6,1.0,0.0,0.0,0.0,0.0,CONFIRMED
50.6985408,5.972,3.58,595.0,29.58,1.456,5876.0,610.9,30.1,0.955,0.0,0.0,0.0,0.0,CONFIRMED
2.9926465,1.81,0.89,1170.0,443.12,0.863,5718.0,105.9,16.1,0.0,0.0,0.0,1.0,1.0,FALSE POSITIVE
0.589376952,1.71,0.93,2162.0,5161.1,1.015,5714.0,80.7,11.4,0.866,0.0,0.0,0.0,0.0,CANDIDATE
39.7529915,4.9641,2.37,568.0,24.54,1.01,6072.0,549.3,40.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.99760285,3.4423,2.82,860.0,129.18,0.977,6004.0,638.7,39.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
90.4117992,7.106,3.96,413.0,6.86,0.977,6004.0,1265.0,35.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
13.54057461,4.4673,2.17,779.0,87.1,1.014,5767.0,461.0,53.3,0.982,0.0,0.0,0.0,0.0,CONFIRMED
1.732346403,2.2139,1.37,1546.0,1345.92,1.014,5767.0,182.4,41.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
1.74610057,1.299,1.24,1689.0,1924.75,1.749,4854.0,54.2,9.2,0.974,0.0,0.0,0.0,0.0,CANDIDATE
7.0257409,2.245,1.56,969.0,208.92,1.014,5767.0,190.7,21.2,0.868,0.0,0.0,0.0,0.0,CONFIRMED
16.21774917,4.9274,2.22,664.0,45.87,0.798,5837.0,758.3,80.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
11.72291212,4.2064,2.08,766.0,81.46,0.953,5550.0,492.2,58.8,1.0,0.0,0.0,0.0,0.0,CONFIRMED
8.661374,2.972,1.32,945.0,188.16,0.986,6250.0,160.1,4.7,0.8234224738653237,0.0,0.0,0.0,0.0,FALSE POSITIVE
9.66857386,2.4656,1.9,730.0,67.06,0.836,5288.0,411.7,36.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
7.053527145,2.3982,2.16,547.0,21.17,0.567,4041.0,1480.1,92.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.521644639,2.3569,2.16,495.0,14.2,0.567,4041.0,1491.3,79.2,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.072146607,1.8732,1.3,722.0,64.09,0.567,4041.0,539.0,44.9,1.0,0.0,0.0,0.0,0.0,CONFIRMED
4.645382149,2.0271,1.33,629.0,36.9,0.567,4041.0,565.5,40.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
9.82578495,5.2498,2.66,935.0,180.36,1.092,6246.0,433.3,38.1,0.999,0.0,0.0,0.0,0.0,CONFIRMED
25.30291816,4.4903,3.95,535.0,19.39,0.888,5121.0,2105.7,117.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
21.30020491,4.0852,2.99,725.0,65.37,1.168,6008.0,659.8,58.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
289.864067,7.565,2.34,257.0,1.03,0.886,5516.0,529.1,57.4,0.881,0.0,0.0,0.0,0.0,CONFIRMED
10.29767658,6.649,39.14,1022.0,258.09,1.608,5671.0,655.5,57.0,0.0,0.0,1.0,1.0,0.0,FALSE POSITIVE
51.0674355,4.374,2.44,499.0,14.69,0.977,6004.0,597.5,18.7,1.0,0.0,0.0,0.0,0.0,CONFIRMED
199.99763493,3.43,102.62260591449396,961.863842440884,4576.913864676568,1.4438524902083962,5643.494768905376,22388.52647286189,249.05708136686872,0.554822995583713,0.0,0.0,0.0,0.0,FALSE POSITIVE
1.682695938,1.3867,1.23,750.0,74.7,0.47,3669.0,703.8,75.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
17.30795548,5.1126,3.56,815.0,104.37,1.439,5565.0,633.0,46.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
10.423677439,5.2257,3.72,1012.0,247.48,1.331,6181.0,777.3,204.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.09227115,2.4062,2.06,1648.0,1746.66,1.439,5565.0,207.6,30.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
45.29422297,6.83,2.26,524.0,17.75,1.044,5676.0,477.1,134.8,0.982,0.0,0.0,0.0,0.0,CONFIRMED
260.20717331,6.59,102.5310864059316,879.5937165363706,3255.3654774680363,1.490345870386406,5680.700941121751,22221.649903476227,252.33959418047647,0.4647630298821914,0.0,0.0,0.0,0.0,FALSE POSITIVE
16.70920628,2.7052,2.27,500.0,14.73,0.668,4621.0,839.8,40.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
28.55158187,4.1502,1.97,418.0,7.21,0.668,4621.0,807.8,36.0,0.895,0.0,0.0,0.0,0.0,CONFIRMED
4.045057186,2.9954,30.33,1126.0,381.17,0.87,5906.0,752.7,62.2,0.0,0.0,1.0,1.0,1.0,FALSE POSITIVE
10.13958818,2.6446,1.68,447.0,9.41,0.5,3893.0,1155.9,40.3,1.0,0.0,0.0,0.0,0.0,CONFIRMED
43.5859419,4.6814,2.05,275.0,1.35,0.5,3893.0,1708.7,38.9,0.0,0.0,0.0,0.0,0.0,CONFIRMED
0.986785834,1.1879,1.19,1054.0,292.35,0.567,4041.0,450.0,51.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
24.7962801,8.33,2.7,664.0,45.92,1.141,5770.0,574.4,43.6,0.998,0.0,0.0,0.0,0.0,CANDIDATE
5.91037674,3.421,1.38,937.0,182.47,0.867,5515.0,256.9,34.5,0.0,0.0,0.0,1.0,1.0,FALSE POSITIVE
27.4536146,3.747,0.95,457.0,10.34,0.741,4900.0,136.4,27.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
8.22241355,2.71,2.28,558.0,22.86,0.615,4213.0,1468.6,67.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
0.635587392,4.7,28.58,2587.0,10637.41,1.608,5671.0,147.7,40.9,0.0,1.0,0.0,1.0,0.0,FALSE POSITIVE
13.02363236,3.9734,2.3,743.0,71.85,0.945,5627.0,607.0,50.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
11.6370303,3.3372,2.9,857.0,127.46,1.198,5576.0,604.3,36.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
6.93650854,3.674,1.51,1305.0,687.21,1.574,6615.0,88.7,11.3,0.995,0.0,0.0,0.0,0.0,CANDIDATE
5.68798675,2.2682,2.76,1088.0,330.44,1.198,5576.0,476.4,33.0,1.0,0.0,0.0,0.0,0.0,CONFIRMED
3.055171082,1.6798,35.24,1358.0,804.33,0.987,6237.0,8665.3,143.2,0.059,0.0,1.0,0.0,0.0,FALSE POSITIVE
5.40426917,2.5315,2.85,1073.0,312.93,0.964,6122.0,860.6,40.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
11.67894236,1.2641,4.17,830.0,112.07,0.964,6122.0,1185.1,23.1,1.0,0.0,0.0,0.0,0.0,CONFIRMED
1.208462378,1.544,1.64,1767.0,2307.65,0.964,6122.0,227.3,17.4,1.0,0.0,0.0,0.0,0.0,CONFIRMED
2.85188338,2.666,1.23,1398.0,903.77,1.107,6123.0,114.9,10.1,0.994,0.0,0.0,0.0,0.0,CONFIRMED
12.91385906,5.3685,2.49,849.0,122.66,0.997,6253.0,487.9,40.5,1.0,0.0,0.0,0.0,0.0,CONFIRMED
54.31996151,8.5858,6.07,584.0,27.4,1.331,6181.0,1975.0,291.3,0.953,0.0,0.0,0.0,0.0,CONFIRMED
252.0792347,3.9808,41.07,318.0,2.42,1.014,6348.0,5582.6,104.1,0.0,0.0,1.0,0.0,0.0,FALSE POSITIVE
27.04627886,2.666,3.54,636.0,38.62,0.915,6332.0,900.8,48.8,0.0,0.0,0.0,1.0,0.0,FALSE POSITIVE
3.723560726,3.435,3.46,1401.0,910.65,1.181,6535.0,540.0,58.9,0.0,0.0,0.0,1.0,1.0,FALSE POSITIVE
18.3848331,3.545,1.15,587.0,27.99,0.872,5083.0,151.8,10.3,0.949,0.0,0.0,0.0,0.0,CANDIDATE
