orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_earth,equilibrium_temperature_K,insolation_flux_Earth,stellar_radius_solar,stellar_temperature_K,signal_to_noise,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,final_disposition,disp_label,y_confirmed,score_confirmed,pred_confirmed
11.49589567,2.256,108.3,1.59,1057.0,295.46,1.506,6290.0,13.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
1.378649746,1.2232,22462.0,6.51,734.0,68.34,0.439,3440.0,172.2,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05333333333333334,0
7.03965141,3.141,268.7,2.72,1171.0,445.49,1.513,5902.0,9.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
4.72693131,4.036,26.2,0.61,1203.0,495.58,1.196,5950.0,11.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
3.33930957,2.597,91.3,1.2,1205.0,498.37,1.006,5700.0,10.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
36.566324,4.832,2943.0,15.41,828.0,110.92,2.884,5294.0,8.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
47.1096306,5.741,752.2,78.98,751.0,75.4,2.78,5258.0,35.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
385.858683,12.071,548.4,3.23,300.0,1.92,1.195,6551.0,21.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
0.974477904,2.69834,8846.9,618.37,5205.0,172916.96,15.004,5210.0,801.7,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05333333333333334,0
3.850304552,1.5337,158.0,0.28,407.0,6.44,0.224,3274.0,5.3,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05333333333333334,0
1.466535757,0.8222,1346.4,4.28,1671.0,1849.31,1.02,5888.0,86.1,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05333333333333334,0
0.87630504,1.11,170.9,22.24,1911.0,3156.02,0.929,6032.0,25.2,0.0,0.0,1.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05333333333333334,0
7.1356633,1.789,255.5,1.38,751.0,75.39,0.793,4926.0,9.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
8.8493948,6.928,43.8,0.82,978.0,216.18,1.11,6095.0,12.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
249.35154,13.76,1637.0,4.42,289.0,1.65,1.0,5780.0,8.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05333333333333334,0
1.085965104,10.716,10579.0,29.66,6297.0,371873.86,2.404,15896.0,675.9,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
7.18864064,2.364,133.5,1.3,987.0,223.87,1.115,5683.0,9.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
395.94327,16.09,1506.0,2.53,172.0,0.21,0.678,4596.0,14.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
0.634131057,2.851,27.1,0.58,2488.0,9062.53,1.109,6428.0,11.7,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
4.693305543,5.17249,14523.0,17.85,1389.0,881.73,1.47,6365.0,1765.2,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
0.469334634,0.8864,340.4,2.4,2432.0,8264.27,1.008,5888.0,49.1,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
4.78850084,2.099,66.5,0.63,889.0,147.95,0.772,5208.0,7.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
277.25118,8.742,1517.4,5.02,304.0,2.02,1.048,6046.0,15.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
0.615787196,3.067,110.6,3.5,3886.0,53910.99,3.075,6315.0,23.9,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
5.62241111,1.185,464.1,1.17,561.0,23.43,0.541,3894.0,8.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
2.61090223,1.976,222.5,1.8,1323.0,724.16,1.071,5514.0,10.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
2.46506501,6.218,39.8,1.14,1999.0,3777.82,1.714,6881.0,10.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
10.18318233,3.137,51.5,0.79,867.0,133.56,1.084,5843.0,11.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
22.6432436,0.806,550.4,2.12,624.0,35.77,0.891,5880.0,8.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
10.2090268,6.264,36.7,0.92,1058.0,296.42,1.524,6188.0,9.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
11.83271013,6.152,176.3,1.17,728.0,66.51,0.859,5639.0,12.7,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
80.84069,8.567,9326.0,15.11,500.0,14.83,1.597,5511.0,21.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
14.137062,2.264,393.0,1.37,568.0,24.62,0.709,4861.0,7.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
21.3684341,1.18,492.8,1.72,551.0,21.86,0.786,5204.0,9.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
631.56889,14.37,789.0,3.13,237.0,0.75,1.059,6382.0,20.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
8.5412411,3.654,298.8,1.4,767.0,81.55,0.732,5602.0,10.7,0.0,0.0,1.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
90.097375,12.697,282.6,1.7,430.0,8.05,1.008,6116.0,11.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
11.006795,5.112,146.4,1.34,874.0,138.34,1.047,6091.0,10.9,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
18.622214,4.42,5832.0,20.83,1101.0,347.32,2.471,6235.0,20.1,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
62.6825769,2.327,398.9,39.8,916.0,166.36,3.101,7058.0,17.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
1.38680229,1.7065,242.3,29.33,2530.0,9703.01,2.037,6823.0,84.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
14.0019064,4.257,376.1,17.96,1646.0,1736.43,6.502,4883.0,11.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
11.9283194,6.69,182.5,0.98,632.0,37.8,0.75,5010.0,10.6,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
7.8687123,3.739,89.1,1.73,1323.0,722.44,1.692,6738.0,9.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
3.98916186,1.913,318.0,28.1,3293.0,27838.74,16.187,4998.0,16.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
14.8162925,4.973,108.2,1.57,912.0,163.33,1.325,6356.0,12.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
6.60180003,2.624,213.4,1.25,875.0,138.25,0.86,5591.0,8.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
10.47490332,33.7939,1170.2,15.45,1567.0,1427.2,3.232,6526.0,150.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
0.496069986,1.5568,128.8,10.0,6285.0,369989.68,8.769,5096.0,22.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
250.4858,12.72,674.6,2.1,246.0,0.86,0.814,5377.0,13.2,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.05,0
53.71798494,4.104,3153.5,155.12,1550.0,1363.11,21.449,4959.0,103.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.05,0
11.8436119,6.044,199.3,1.41,830.0,111.98,0.999,6077.0,10.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
29.1206519,2.89,415.5,1.6,528.0,18.43,0.788,5671.0,9.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
1.744101106,1.5497,9681.4,7.21,1016.0,251.54,0.703,4368.0,152.6,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
6.337614357,1.742,1807.4,9.57,1351.0,787.89,1.536,6581.0,132.7,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
4.8754765,1.902,39.6,0.8,1180.0,458.62,1.286,5513.0,8.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
63.0732241,5.397,671.3,17.8,1077.0,317.78,6.354,6234.0,30.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
12.720298433,2.4599,283.6,1.37,589.0,28.37,0.724,4914.0,12.7,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
4.50158249,1.855,175.7,0.73,676.0,49.21,0.553,4339.0,9.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
542.16158927,8.77,21995.31831894229,102.46578788943508,818.3218735771984,2366.2249462680884,1.5239739755728348,5704.655717280922,253.3545731386954,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
1.36752316,1.208,61.0,0.82,1684.0,1899.59,1.048,5836.0,11.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
20.5736113,11.222,76.0,3.86,1197.0,484.82,4.524,5440.0,12.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
20.7106368,2.693,142.5,1.12,626.0,36.18,0.901,5631.0,11.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
426.942225,3.965,1209.0,2.32,187.0,0.29,0.669,5126.0,11.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
8.97377221,2.135,106.5,2.96,1530.0,1294.96,2.829,6537.0,9.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
1.891268461,8.24958,641910.0,399.93,5047.0,153163.32,4.662,11287.0,4211.8,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
15.3573445,1.634,117.1,1.42,729.0,66.65,0.986,5818.0,9.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
13.4959496,2.085,253.6,1.62,784.0,89.25,1.019,5962.0,7.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
29.5126153,6.314,188.2,1.84,678.0,49.95,1.351,5746.0,9.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
520.655224,12.94,314.9,7.58,401.0,6.12,4.313,5227.0,14.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
540.39267,9.233,1780.0,3.63,206.0,0.42,0.856,5693.0,15.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
10.4314847,2.09,59.1,0.77,700.0,56.67,0.774,5361.0,9.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
1.791877025,1.166,46.1,1.48,2223.0,5787.99,2.139,6002.0,12.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
5.32737192,2.226,107.7,0.7,782.0,88.33,0.679,4905.0,6.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
15.84132627,1.8215,31083.0,16.84,575.0,25.77,0.702,5119.0,135.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
5.660274452,0.9077,414.1,11.02,950.0,192.77,0.842,5615.0,26.4,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
17.7412303,4.816,144.7,1.14,684.0,51.69,0.956,5817.0,9.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
6.93650854,3.674,88.7,1.51,1305.0,687.21,1.574,6615.0,11.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
18.3848331,3.545,151.8,1.15,587.0,27.99,0.872,5083.0,10.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
215.634356,15.097,148.0,1.92,404.0,6.28,1.568,6163.0,12.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
2.17257963,1.5794,335.5,13.55,1518.0,1254.52,0.971,6038.0,27.1,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
1.67495622,2.994,35.9,0.77,1843.0,2732.19,1.263,6323.0,15.3,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
4.13029832,2.461,325.3,1.44,995.0,231.52,0.81,5490.0,8.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
1.371587993,12.901,456.1,4.91,2413.0,8016.36,1.604,7045.0,43.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
4.22426989,4.22,13.6,0.35,1069.0,309.32,0.883,5735.0,11.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
45.163025,7.03,130.3,2.35,886.0,145.48,2.015,7675.0,8.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
19.7959731,5.342,334.0,3.47,1014.0,249.43,1.876,6731.0,16.6,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
22.2548897,13.454,83.8,2.16,899.0,154.4,2.388,5349.0,11.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
1.4733245,1.406,124.0,1.03,1576.0,1453.8,0.921,5751.0,11.9,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
700.00298217,7.6525,3245.9,6.43,238.0,0.76,1.118,6487.0,60.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
4.719336335,2.83787,12367.0,91.91,1722.0,2078.32,2.058,6792.0,632.4,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
1.489457454,3.028,56.3,1.58,2415.0,8026.6,2.087,6316.0,29.7,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
32.033211,5.289,71.3,0.85,591.0,28.78,1.005,6039.0,9.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
4.28886792,2.599,59.3,0.57,944.0,187.43,0.721,5374.0,11.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
2.253551793,3.66,119.6,1.7,1812.0,2547.01,1.426,6526.0,42.1,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04666666666666667,0
550.86514,14.548,346.5,2.06,238.0,0.76,1.115,5912.0,20.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
551.22396,5.896,570.7,2.1,206.0,0.42,0.887,5691.0,17.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04666666666666667,0
13.99585365,5.0308,19681.0,368.42,1202.0,493.55,2.703,5638.0,118.1,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
2.97607935,4.606,130.4,1.1,1144.0,404.28,0.865,5547.0,14.1,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
369.93355,7.6,995.0,3.24,270.0,1.25,1.024,6158.0,15.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
6.32589574,1.383,192.5,1.14,901.0,156.27,0.818,5749.0,8.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
0.566800926,4.407,264.5,2.19,2200.0,5563.01,1.0,5780.0,63.2,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
57.140035,5.684,1567.0,5.78,588.0,28.34,1.46,5936.0,7.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
54.325574,9.86,44.2,0.76,545.0,20.85,1.137,6343.0,7.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
23.210509958,3.09802,28737.0,21.19,595.0,29.69,0.809,5875.0,958.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
0.805259637,0.9779,341.8,1.93,2115.0,4732.34,1.022,6257.0,50.2,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
31.183688,6.14,139.8,3.21,876.0,139.27,2.407,5947.0,7.9,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
164.950399,30.86,24493.0,11.23,252.0,0.95,0.664,5001.0,65.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
1.48922187,1.882,613.6,2.5,1594.0,1524.19,1.0,5780.0,10.8,0.0,0.0,1.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
376.37989,13.99,1140.0,3.26,265.0,1.16,0.955,6231.0,13.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
0.93420696,3.5,20792.15094413876,102.25699963021503,805.6866976596353,662.9811583937153,1.1780709430156566,5585.843311626112,238.9556472136977,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
4.76815507,2.115,61.0,0.49,761.0,79.48,0.649,4680.0,9.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
0.582895412,1.0528,587.5,5.87,2347.0,7152.6,1.009,6263.0,87.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
3.01609637,1.57,196.3,0.96,795.0,94.1,0.637,4245.0,8.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
21.7997515,4.756,109.5,1.01,674.0,48.75,0.964,6122.0,8.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
4.8608059,1.966,252.1,1.21,925.0,172.76,0.757,5541.0,8.9,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
9.9824036,1.09,83.9,1.17,966.0,205.65,1.139,6273.0,5.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
148.568877,4.399,404.4,5.97,555.0,22.49,2.985,5814.0,11.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
106.957467,7.006,539.6,2.4,394.0,5.7,0.969,6075.0,11.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
321.24194284,10.16,22041.986418759047,102.429534399932,787.2503666532887,1787.3832677262726,1.5441967715876528,5723.225765325449,256.14158835218336,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
1500.1406772,25.727,4129.9,18.35,206.0,0.42,2.283,5009.0,83.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
6.2820426,7.941,1413.0,23.76,2021.0,3938.81,3.798,6635.0,103.3,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
1.851409163,10.232,232.5,20.42,2154.0,5090.14,1.469,7117.0,54.4,0.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
22.65117451,3.6895,2250.0,7.62,855.0,126.57,1.333,6968.0,170.1,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
5.2449156,8.367,35.5,0.52,1015.0,251.14,0.878,5823.0,11.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
75.1122132,4.9458,3751.5,23.23,777.0,86.18,3.354,6201.0,384.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
18.0811429,4.44,71.2,0.75,638.0,39.18,0.856,5693.0,5.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
4.05943749,3.245,105.4,2.11,1295.0,664.54,1.655,5051.0,18.1,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
220.9290121,7.335,2456.5,5.24,299.0,1.89,0.941,5893.0,70.4,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
2.636899795,0.9105,426.2,49.84,1179.0,456.22,0.847,5524.0,27.6,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
31.97280045,4.9,2236.4,5.88,626.0,36.33,1.01,6340.0,44.8,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
587.38162,11.973,863.6,36.77,527.0,18.29,11.839,4784.0,12.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
62.312419,5.561,123.0,6.15,838.0,116.69,5.615,4999.0,9.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
48.2455501,1.375,60.5,0.64,449.0,9.61,0.827,5441.0,5.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
19.38444245,20.5899,3372.0,28.3,1185.0,466.04,5.026,4968.0,685.3,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
2.564012541,0.9433,2551.9,7.27,1720.0,2065.56,1.428,6274.0,5.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
355.86134,23.39,1220.7,2.79,233.0,0.7,0.801,5736.0,15.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
302.77571,3.183,1106.0,1.0,106.0,0.03,0.303,3358.0,7.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
7.58062893,3.484,86.1,0.97,937.0,182.01,1.041,5753.0,10.9,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
290.196139,13.698,281.0,2.35,341.0,3.2,1.403,6238.0,15.7,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.043333333333333335,0
66.1544958,6.945,1972.0,3.33,315.0,2.33,0.643,4679.0,42.7,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.043333333333333335,0
110.7556272,6.819,8067.0,29.64,651.0,42.53,2.668,6525.0,48.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
0.982090079,1.44892,5396.7,29.95,1568.0,1426.18,0.742,5472.0,304.1,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
15.9474242,1.127,191.7,1.21,670.0,47.65,0.877,5472.0,6.5,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
0.562273947,3.1572,67.0,0.73,2083.0,4412.19,0.847,5632.0,52.4,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
1.151244686,1.272,269.6,40.32,1756.0,2253.09,0.921,6086.0,32.6,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
50.0122,3.426,210.4,1.2,432.0,8.23,0.814,5357.0,8.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
395.13138,21.291,126.4,0.97,208.0,0.44,0.869,5060.0,14.4,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
13.4450174,2.118,196.2,1.08,606.0,31.92,0.759,5003.0,8.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
4.887806806,2.4078,4676.0,5.71,918.0,167.54,0.812,5284.0,116.1,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
12.435190544,3.8305,71.9,0.52,545.0,20.93,0.62,4756.0,4.8,0.0,1.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
0.618952198,2.8244,8324.1,4.96,497.0,14.29,0.116,2661.0,259.3,1.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
10.0714369,6.891,49.5,1.98,1362.0,814.46,2.81,5768.0,10.8,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
360.477635,4.332,604.0,11943.8,339.0,3.11,1.522,6266.0,7.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
6.65171459,2.325,151.5,0.84,713.0,61.01,0.686,4889.0,10.0,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
37.4646974,4.954,51.6,0.97,677.0,49.61,1.342,6266.0,10.3,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
25.9534494,6.001,528.9,2.06,554.0,22.3,0.86,5591.0,10.5,0.0,0.0,0.0,1.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
12.083457,3.536,312.5,2.09,932.0,178.53,1.175,6422.0,8.6,1.0,0.0,0.0,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0.04,0
10.5994606,9.484,128.8,1.28,896.0,152.67,1.069,6194.0,11.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
12.9284553,2.49,297.9,0.64,343.0,3.26,0.375,3578.0,8.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
1.89873195,1.382,78.0,0.93,1524.0,1279.95,1.05,5942.0,10.2,0.0,0.0,0.0,0.0,CANDIDATE,CANDIDATE,0,0.04,0
